task,language_variety,dialect_words,interacting_factors,lenient_coder_error_types,n_subj,mean_prop,sd_prop,se_prop,ci
Reading,Variety Mismatch,Untrained,Reading: Variety Mismatch,Standard Word Mismatch,56,0.017857142857142856,0.054388904733897334,0.007268023112718968,0.014565443803869387
Reading,Variety Mismatch,Untrained,Reading: Variety Mismatch,Other Mismatch,56,0.5729166666666666,0.352860783203847,0.04715300557062545,0.09449673483021595
Spelling,Variety Match,Non-contrastive,Spelling: Variety Match,Correct,56,0.37491496598639457,0.3620476945719441,0.04838065824141394,0.09695700576080062
Spelling,Variety Match,Non-contrastive,Spelling: Variety Match,Dialect Word Match,56,0,0,0,0
Spelling,Variety Match,Non-contrastive,Spelling: Variety Match,Dialect Word Mismatch,56,0,0,0,0
Spelling,Variety Match,Non-contrastive,Spelling: Variety Match,Standard Word Mismatch,56,0.0035714285714285713,0.015147185528580204,0.002024127807923123,0.00405644277417883
Spelling,Variety Match,Non-contrastive,Spelling: Variety Match,Other Mismatch,56,0.6215136054421769,0.35903279571572055,0.04797777543513663,0.09614961057460365
Spelling,Variety Match,Contrastive,Spelling: Variety Match,Correct,56,0.36428571428571427,0.3536737721193601,0.04726164578423598,0.09471445468355753
Spelling,Variety Match,Contrastive,Spelling: Variety Match,Dialect Word Match,56,0,0,0,0
Spelling,Variety Match,Contrastive,Spelling: Variety Match,Dialect Word Mismatch,56,0.03571428571428571,0.07408898358850312,0.009900556882946292,0.019841159372925948
Spelling,Variety Match,Contrastive,Spelling: Variety Match,Standard Word Mismatch,56,0.0011904761904761904,0.008908708063747477,0.0011904761904761904,0.002385767599153744
Spelling,Variety Match,Contrastive,Spelling: Variety Match,Other Mismatch,56,0.5988095238095238,0.37508055892757985,0.050122247998095636,0.10044722962730837
Spelling,Variety Match,Untrained,Spelling: Variety Match,Correct,56,0.29924242424242425,0.33429613019446325,0.04467219946114489,0.08952508828815958
Spelling,Variety Match,Untrained,Spelling: Variety Match,Dialect Word Match,56,0,0,0,0
Spelling,Variety Match,Untrained,Spelling: Variety Match,Dialect Word Mismatch,56,0,0,0,0
Spelling,Variety Match,Untrained,Spelling: Variety Match,Standard Word Mismatch,56,0,0,0,0
Spelling,Variety Match,Untrained,Spelling: Variety Match,Other Mismatch,56,0.7007575757575758,0.3342961301944633,0.044672199461144896,0.0895250882881596
Spelling,Variety Mismatch,Non-contrastive,Spelling: Variety Mismatch,Correct,56,0.37482993197278913,0.3355126216144436,0.04483475996498476,0.08985086681784875
Spelling,Variety Mismatch,Non-contrastive,Spelling: Variety Mismatch,Dialect Word Match,56,0,0,0,0
Spelling,Variety Mismatch,Non-contrastive,Spelling: Variety Mismatch,Dialect Word Mismatch,56,0.005952380952380952,0.01918242341221171,0.0025633591520188336,0.005137086536299831
Spelling,Variety Mismatch,Non-contrastive,Spelling: Variety Mismatch,Standard Word Mismatch,56,0.0047619047619047615,0.01732467316125473,0.002315106832401894,0.004639577770232073
Spelling,Variety Mismatch,Non-contrastive,Spelling: Variety Mismatch,Other Mismatch,56,0.6144557823129252,0.334106665441697,0.04464688116858341,0.08947434929602997
Spelling,Variety Mismatch,Contrastive,Spelling: Variety Mismatch,Correct,56,0.36904761904761907,0.3559512588842729,0.04756598775485083,0.0953243696221042
Spelling,Variety Mismatch,Contrastive,Spelling: Variety Mismatch,Dialect Word Match,56,0,0,0,0
Spelling,Variety Mismatch,Contrastive,Spelling: Variety Mismatch,Dialect Word Mismatch,56,0.04047619047619048,0.07486399404665507,0.01000412201171669,0.020048708528968943
Spelling,Variety Mismatch,Contrastive,Spelling: Variety Mismatch,Standard Word Mismatch,56,0.0023809523809523807,0.017817416127494955,0.0023809523809523807,0.004771535198307488
Spelling,Variety Mismatch,Contrastive,Spelling: Variety Mismatch,Other Mismatch,56,0.5880952380952381,0.3680375788580013,0.049181090198015615,0.09856110724780615
Spelling,Variety Mismatch,Untrained,Spelling: Variety Mismatch,Correct,56,0.31547619047619047,0.3414593923067815,0.04562943062528609,0.09144342240905853
Spelling,Variety Mismatch,Untrained,Spelling: Variety Mismatch,Dialect Word Match,56,0,0,0,0
Spelling,Variety Mismatch,Untrained,Spelling: Variety Mismatch,Dialect Word Mismatch,56,0,0,0,0
Spelling,Variety Mismatch,Untrained,Spelling: Variety Mismatch,Standard Word Mismatch,56,0,0,0,0
Spelling,Variety Mismatch,Untrained,Spelling: Variety Mismatch,Other Mismatch,56,0.6845238095238095,0.3414593923067815,0.04562943062528609,0.09144342240905853
