"","session_number","progress","completion_code","alphabet_key","language_condition","order_condition","picture_condition","speaker_condition","orthography_condition","start_timestamp","end_timestamp","age","gender","english","fun","noise"
"171",171,"START","","lmsEiabuOdkfn","dialect","RR",0,"female","transparent","2018-08-23 10:35:40","0000-00-00 00:00:00",0,"",0,0,0
"172",172,"END","00172qKCAi","bknldmsEaiuOf","standard","RR",0,"female","opaque","2018-08-23 12:49:43","2018-08-23 13:26:39",25,"m",5,5,5
"173",173,"END","00173aIXKW","kEunblimdaOfs","standard","RR",0,"female","opaque","2018-08-23 12:49:54","2018-08-23 13:26:41",29,"f",5,1,4
"174",174,"R_TR11","","almEsbfikdnOu","standard","RR",0,"female","opaque","2018-08-23 13:17:54","0000-00-00 00:00:00",35,"m",4,0,0
"175",175,"END","00175RCdKE","akdblufOEinms","standard","RR",0,"female","opaque","2018-08-23 13:23:34","2018-08-23 14:28:21",20,"o",5,4,3
"176",176,"END","00176sVqtj","kEuldnimbfOas","standard","RR",0,"female","opaque","2018-08-23 13:27:32","2018-08-23 14:12:18",22,"f",5,1,3
"177",177,"END","00177ECxcm","dbEnsafOkuiml","standard","RR",0,"female","opaque","2018-08-23 13:28:16","2018-08-23 14:02:15",34,"f",5,2,5
"178",178,"END","00178QFpNn","EufsmnOladbki","standard","RR",0,"female","opaque","2018-08-23 13:32:19","2018-08-23 14:57:50",31,"m",5,3,5
"179",179,"END","00179VQYZt","OfsnubmldkEai","standard","RR",0,"female","opaque","2018-08-23 13:33:15","2018-08-23 15:08:57",24,"m",5,5,5
"180",180,"END","00180lZmUW","uOdlkbnmsEafi","standard","RR",0,"female","opaque","2018-08-23 13:35:35","2018-08-23 14:29:13",25,"m",5,4,5
"181",181,"R_TR11","","uimdfbnaOlkEs","standard","RR",0,"female","opaque","2018-08-23 13:37:51","0000-00-00 00:00:00",45,"m",5,0,0
"182",182,"END","00182xLWwp","mkuafsinlEbdO","standard","RR",0,"female","opaque","2018-08-23 13:39:20","2018-08-23 14:28:01",29,"m",4,4,4
"183",183,"R_TR12","","fsEkdlunbaimO","standard","RR",0,"female","opaque","2018-08-23 13:41:36","0000-00-00 00:00:00",32,"m",5,0,0
"184",184,"END","00184MPxni","EindaufbkOlsm","standard","RR",0,"female","opaque","2018-08-23 13:44:45","2018-08-23 14:03:37",34,"f",5,4,2
"185",185,"END","00185BPiIg","EsialkbndfmuO","standard","RR",0,"female","opaque","2018-08-23 13:47:46","2018-08-23 14:19:27",45,"f",5,5,5
"186",186,"END","00186wJlYx","EndakimOfslbu","standard","RR",0,"female","opaque","2018-08-23 13:51:52","2018-08-23 14:28:45",27,"f",5,3,5
"187",187,"END","00187RnpkG","fuklnmsaidOEb","standard","RR",0,"female","opaque","2018-08-23 13:57:47","2018-08-23 14:48:23",20,"m",5,5,5
"188",188,"R_TR11","","OifnslbuEdkam","standard","RR",0,"female","opaque","2018-08-23 14:04:12","0000-00-00 00:00:00",19,"f",4,0,0
"189",189,"END","00189tUxGk","adlfkEniumObs","standard","RR",0,"female","opaque","2018-08-23 14:32:14","2018-08-23 14:59:02",28,"f",5,5,5
"190",190,"START","","aOimuldsnEfbk","standard","RR",0,"female","opaque","2018-08-23 16:27:42","0000-00-00 00:00:00",0,"",0,0,0
"191",191,"START","","nbfiuEkmadlsO","dialect","RR",0,"female","opaque","2018-08-24 08:26:56","0000-00-00 00:00:00",0,"",0,0,0
"192",192,"END","00192uRcjG","nEkuasiOlfmdb","standard","RR",0,"female","opaque","2018-08-29 10:47:55","2018-08-29 11:26:00",45,"f",5,5,5
"193",193,"START","","skbmaEluidnOf","dialect","RR",1,"male","transparent","2018-09-01 00:29:54","0000-00-00 00:00:00",0,"",0,0,0
