trial_id,participant_number,session_trial_id,section_trial_id,language_variety,orthography_condition,picture_condition,order_condition,speaker_condition,task,block,picture_id,word_id,test_words,dialect_words,target_length,exposure_count,target,primary_coder_response,primary_coder_response_length,primary_max_word_length,primary_coder_correct,primary_coder_nLED,secondary_coder_response,secondary_coder_response_length,secondary_max_word_length,secondary_coder_correct,secondary_coder_nLED,lenient_max_word_length,lenient_correct,lenient_nLED,stringent_max_word_length,stringent_correct,stringent_nLED,submission_time,running_time
7701,111,64,4,dialect,opaque,picture,RR,female,R,TEST,27,35,training_word,shifted_word,5,5,slOku,fanab,5,5,0,1,fanab,5,5,0,1,5,0,1,5,0,1,34s,5992s (~1.66 hours)
7702,111,65,5,dialect,opaque,picture,RR,female,R,TEST,73,28,testing_word,can_shift_word,5,0,luskO,ginEf,5,5,0,1,ginEf,5,5,0,1,5,0,1,5,0,1,32s,6024s (~1.67 hours)
7703,111,66,6,dialect,opaque,picture,RR,female,R,TEST,211,13,training_word,no_shift_word,4,5,flOb,flOb,4,4,1,0,flOb,4,4,1,0,4,1,0,4,1,0,8s,6032s (~1.68 hours)
7704,111,67,7,dialect,opaque,picture,RR,female,R,TEST,167,9,training_word,no_shift_word,4,5,snOf,snOf,4,4,1,0,snaf,4,4,0,0.25,4,1,0,4,0,0.25,29s,6061s (~1.68 hours)
7705,111,68,8,dialect,opaque,picture,RR,female,R,TEST,49,27,training_word,shifted_word,5,5,bEsmi,bilas,5,5,0,0.8,binas,5,5,0,0.8,5,0,0.8,5,0,0.8,27s,6088s (~1.69 hours)
7706,111,69,9,dialect,opaque,picture,RR,female,R,TEST,72,18,training_word,no_shift_word,4,5,fOns,nElab,5,5,0,1,nElab,5,5,0,1,5,0,1,5,0,1,33s,6121s (~1.7 hours)
7709,111,70,10,dialect,opaque,picture,RR,female,R,TEST,88,25,training_word,shifted_word,5,5,dasmu,sElO,4,5,0,1,sElOb,5,5,0,1,5,0,1,5,0,1,31s,6152s (~1.71 hours)
7712,111,71,11,dialect,opaque,picture,RR,female,R,TEST,86,26,training_word,shifted_word,5,5,kublE,kilOm,5,5,0,0.8,kilOb,5,5,0,0.8,5,0,0.8,5,0,0.8,29s,6181s (~1.72 hours)
7715,111,72,12,dialect,opaque,picture,RR,female,R,TEST,179,42,testing_word,can_shift_word,6,0,flabun,fEnab,5,6,0,0.666667,fEinab,6,6,0,0.833333,6,0,0.666667,6,0,0.833333,33s,6214s (~1.73 hours)
7719,111,73,13,dialect,opaque,picture,RR,female,R,TEST,168,6,training_word,no_shift_word,3,5,lOm,flOm,4,4,0,0.25,flOm,4,4,0,0.25,4,0,0.25,4,0,0.25,40s,6254s (~1.74 hours)
7722,111,74,14,dialect,opaque,picture,RR,female,R,TEST,76,37,training_word,shifted_word,6,5,blEkus,nEsk,4,6,0,0.833333,nEsk,4,6,0,0.833333,6,0,0.833333,6,0,0.833333,33s,6287s (~1.75 hours)
7723,111,75,15,dialect,opaque,picture,RR,female,R,TEST,203,29,training_word,no_shift_word,5,5,smiba,sniblE,6,6,0,0.5,sniblE,6,6,0,0.5,6,0,0.5,6,0,0.5,47s,6334s (~1.76 hours)
7726,111,76,16,dialect,opaque,picture,RR,female,R,TEST,185,31,testing_word,can_shift_word,5,0,klufE,kinab,5,5,0,0.8,cinab,5,5,0,1,5,0,0.8,5,0,1,30s,6364s (~1.77 hours)
7727,111,77,17,dialect,opaque,picture,RR,female,R,TEST,94,33,testing_word,can_shift_word,5,0,klOda,kinE,4,5,0,0.8,inE,3,5,0,1,5,0,0.8,5,0,1,32s,6396s (~1.78 hours)
7729,111,78,18,dialect,opaque,picture,RR,female,R,TEST,7,17,training_word,no_shift_word,4,5,mOls,sElk,4,4,0,0.75,sElk,4,4,0,0.75,4,0,0.75,4,0,0.75,53s,6449s (~1.79 hours)
7730,111,79,19,dialect,opaque,picture,RR,female,R,TEST,22,41,training_word,no_shift_word,6,5,slinab,slidE,5,6,0,0.5,snidE,5,6,0,0.666667,6,0,0.5,6,0,0.666667,27s,6476s (~1.8 hours)
7732,111,80,20,dialect,opaque,picture,RR,female,R,TEST,162,20,training_word,no_shift_word,4,5,nifs,lifa,4,4,0,0.5,lif,3,4,0,0.5,4,0,0.5,4,0,0.5,68s (~1.13 minutes),6544s (~1.82 hours)
7736,111,81,21,dialect,opaque,picture,RR,female,R,TEST,257,10,training_word,no_shift_word,4,5,blim,nEsk,4,4,0,1,nEsk,4,4,0,1,4,0,1,4,0,1,32s,6576s (~1.83 hours)
7739,111,82,22,dialect,opaque,picture,RR,female,R,TEST,77,7,training_word,shifted_word,3,5,daf,falb,4,4,0,0.75,fOb,3,3,0,1,4,0,0.75,3,0,1,58s,6634s (~1.84 hours)
7740,111,83,23,dialect,opaque,picture,RR,female,R,TEST,215,12,testing_word,can_shift_word,4,0,skub,kaflE,5,5,0,1,kafE,4,4,0,1,4,0,1,5,0,1,33s,6667s (~1.85 hours)
7741,111,84,24,dialect,opaque,picture,RR,female,R,TEST,104,19,testing_word,can_shift_word,4,0,suld,ki,2,4,0,1,kif,3,4,0,1,4,0,1,4,0,1,35s,6702s (~1.86 hours)
7742,111,85,25,dialect,opaque,picture,RR,female,R,TEST,155,2,training_word,no_shift_word,3,5,fub,nEf,3,3,0,1,nEf,3,3,0,1,3,0,1,3,0,1,28s,6730s (~1.87 hours)
7743,111,86,26,dialect,opaque,picture,RR,female,R,TEST,250,11,training_word,shifted_word,4,5,blaf,nib,3,4,0,1,nib,3,4,0,1,4,0,1,4,0,1,30s,6760s (~1.88 hours)
7744,111,87,27,dialect,opaque,picture,RR,female,R,TEST,236,38,training_word,no_shift_word,6,5,snibOl,snibOl,6,6,1,0,snibOl,6,6,1,0,6,1,0,6,1,0,29s,6789s (~1.89 hours)
7745,111,88,28,dialect,opaque,picture,RR,female,R,TEST,182,21,training_word,shifted_word,4,5,nEsk,nEska,5,5,0,0.2,nEsk,4,4,1,0,4,1,0,5,0,0.2,29s,6818s (~1.89 hours)
7746,111,89,29,dialect,opaque,picture,RR,female,R,TEST,180,24,training_word,no_shift_word,5,5,dEsna,bOs,3,5,0,0.8,bOs,3,5,0,0.8,5,0,0.8,5,0,0.8,28s,6846s (~1.9 hours)
7747,111,90,30,dialect,opaque,picture,RR,female,R,TEST,97,36,testing_word,can_shift_word,6,0,skOnEf,knab,4,6,0,0.666667,knab,4,6,0,0.666667,6,0,0.666667,6,0,0.666667,36s,6882s (~1.91 hours)
7748,111,91,31,dialect,opaque,picture,RR,female,R,TEST,241,16,testing_word,can_shift_word,4,0,dOlk,gib,3,4,0,1,nib,3,4,0,1,4,0,1,4,0,1,31s,6913s (~1.92 hours)
7749,111,92,32,dialect,opaque,picture,RR,female,R,TEST,6,5,training_word,shifted_word,3,5,nal,bOl,3,3,0,0.666667,bOl,3,3,0,0.666667,3,0,0.666667,3,0,0.666667,8s,6921s (~1.92 hours)
7750,111,93,33,dialect,opaque,picture,RR,female,R,TEST,122,3,testing_word,can_shift_word,3,0,mab,lOb,3,3,0,0.666667,lOb,3,3,0,0.666667,3,0,0.666667,3,0,0.666667,34s,6955s (~1.93 hours)
7751,111,94,34,dialect,opaque,picture,RR,female,R,TEST,83,32,training_word,shifted_word,5,5,smadu,snilab,6,6,0,0.833333,snilab,6,6,0,0.833333,6,0,0.833333,6,0,0.833333,50s,7005s (~1.95 hours)
7755,111,95,35,dialect,opaque,picture,RR,female,R,TEST,242,34,training_word,no_shift_word,5,5,flidu,flOm,4,5,0,0.6,lOm,3,5,0,0.8,5,0,0.6,5,0,0.8,30s,7035s (~1.95 hours)
7759,111,96,36,dialect,opaque,picture,RR,female,R,TEST,53,14,testing_word,can_shift_word,4,0,klEb,?ab,3,4,0,0.75,cab,3,4,0,0.75,4,0,0.75,4,0,0.75,31s,7066s (~1.96 hours)
7762,111,97,37,dialect,opaque,picture,RR,female,R,TEST,224,23,testing_word,can_shift_word,5,0,dikla,gifa,4,5,0,0.6,iba,3,5,0,0.6,5,0,0.6,5,0,0.6,35s,7101s (~1.97 hours)
7763,111,98,38,dialect,opaque,picture,RR,female,R,TEST,30,8,training_word,shifted_word,4,5,snid,snib,4,4,0,0.25,snib,4,4,0,0.25,4,0,0.25,4,0,0.25,6s,7107s (~1.97 hours)
7766,111,99,39,dialect,opaque,picture,RR,female,R,TEST,237,40,training_word,shifted_word,6,5,flEsOd,filab,5,6,0,0.833333,filab,5,6,0,0.833333,6,0,0.833333,6,0,0.833333,23s,7130s (~1.98 hours)
7767,111,100,40,dialect,opaque,picture,RR,female,R,TEST,55,1,training_word,shifted_word,3,5,nEf,nEf,3,3,1,0,nEif,4,4,0,0.25,3,1,0,4,0,0.25,8s,7138s (~1.98 hours)
7768,111,101,41,dialect,opaque,picture,RR,female,R,TEST,115,30,training_word,shifted_word,5,5,skEfi,skElaf,6,6,0,0.5,skElaf,6,6,0,0.5,6,0,0.5,6,0,0.5,28s,7166s (~1.99 hours)
7771,111,102,42,dialect,opaque,picture,RR,female,R,TEST,47,4,training_word,no_shift_word,3,5,mif,nif,3,3,0,0.333333,nif,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,25s,7191s (~2 hours)
6797,112,1,1,dialect,opaque,picture,RR,female,R,TR1,86,34,training_word,no_shift_word,5,1,flidu,fOn,3,5,0,0.8,fOn,3,5,0,0.8,5,0,0.8,5,0,0.8,NA,418s (~6.97 minutes)
6801,112,2,2,dialect,opaque,picture,RR,female,R,TR1,115,30,training_word,shifted_word,5,1,skEfi,sif,3,5,0,0.6,sif,3,5,0,0.6,5,0,0.6,5,0,0.6,28s,446s (~7.43 minutes)
6805,112,3,3,dialect,opaque,picture,RR,female,R,TR1,27,5,training_word,shifted_word,3,1,nal,nad,3,3,0,0.333333,nab,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,28s,474s (~7.9 minutes)
6814,112,4,4,dialect,opaque,picture,RR,female,R,TR1,104,17,training_word,no_shift_word,4,1,mOls,mOls,4,4,1,0,mOls,4,4,1,0,4,1,0,4,1,0,24s,498s (~8.3 minutes)
6822,112,5,5,dialect,opaque,picture,RR,female,R,TR1,55,22,training_word,no_shift_word,5,1,nOflE,nufsi,5,5,0,0.6,nOfsi,5,5,0,0.4,5,0,0.4,5,0,0.6,22s,520s (~8.67 minutes)
6830,112,6,6,dialect,opaque,picture,RR,female,R,TR1,250,25,training_word,shifted_word,5,1,dasmu,lasmu,5,5,0,0.2,lasmu,5,5,0,0.2,5,0,0.2,5,0,0.2,24s,544s (~9.07 minutes)
6838,112,7,7,dialect,opaque,picture,RR,female,R,TR1,228,18,training_word,no_shift_word,4,1,fOns,fOns,4,4,1,0,fOns,4,4,1,0,4,1,0,4,1,0,23s,567s (~9.45 minutes)
6845,112,8,8,dialect,opaque,picture,RR,female,R,TR1,94,37,training_word,shifted_word,6,1,blEkus,dElus,5,6,0,0.5,dElus,5,6,0,0.5,6,0,0.5,6,0,0.5,23s,590s (~9.83 minutes)
6856,112,9,9,dialect,opaque,picture,RR,female,R,TR1,211,6,training_word,no_shift_word,3,1,lOm,fOm,3,3,0,0.333333,bOn,3,3,0,0.666667,3,0,0.333333,3,0,0.666667,35s,625s (~10.42 minutes)
6862,112,10,10,dialect,opaque,picture,RR,female,R,TR1,155,15,training_word,shifted_word,4,1,balf,balf,4,4,1,0,balf,4,4,1,0,4,1,0,4,1,0,24s,649s (~10.82 minutes)
6874,112,11,1,dialect,opaque,picture,RR,female,R,TR2,86,34,training_word,no_shift_word,5,2,flidu,falnu,5,5,0,0.6,fElnu,5,5,0,0.6,5,0,0.6,5,0,0.6,NA,681s (~11.35 minutes)
6880,112,12,2,dialect,opaque,picture,RR,female,R,TR2,155,15,training_word,shifted_word,4,2,balf,balf,4,4,1,0,balf,4,4,1,0,4,1,0,4,1,0,21s,702s (~11.7 minutes)
6888,112,13,3,dialect,opaque,picture,RR,female,R,TR2,27,5,training_word,shifted_word,3,2,nal,nad,3,3,0,0.333333,nad,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,24s,726s (~12.1 minutes)
6896,112,14,4,dialect,opaque,picture,RR,female,R,TR2,94,37,training_word,shifted_word,6,2,blEkus,bElus,5,6,0,0.333333,bElus,5,6,0,0.333333,6,0,0.333333,6,0,0.333333,24s,750s (~12.5 minutes)
6908,112,15,5,dialect,opaque,picture,RR,female,R,TR2,104,17,training_word,no_shift_word,4,2,mOls,fOls,4,4,0,0.25,fOls,4,4,0,0.25,4,0,0.25,4,0,0.25,29s,779s (~12.98 minutes)
6912,112,16,6,dialect,opaque,picture,RR,female,R,TR2,211,6,training_word,no_shift_word,3,2,lOm,lOm,3,3,1,0,lOm,3,3,1,0,3,1,0,3,1,0,19s,798s (~13.3 minutes)
6918,112,17,7,dialect,opaque,picture,RR,female,R,TR2,115,30,training_word,shifted_word,5,2,skEfi,skEfi,5,5,1,0,skEfi,5,5,1,0,5,1,0,5,1,0,18s,816s (~13.6 minutes)
6924,112,18,8,dialect,opaque,picture,RR,female,R,TR2,250,25,training_word,shifted_word,5,2,dasmu,dasmu,5,5,1,0,dasmu,5,5,1,0,5,1,0,5,1,0,21s,837s (~13.95 minutes)
6930,112,19,9,dialect,opaque,picture,RR,female,R,TR2,228,18,training_word,no_shift_word,4,2,fOns,fOns,4,4,1,0,fOns,4,4,1,0,4,1,0,4,1,0,20s,857s (~14.28 minutes)
6936,112,20,10,dialect,opaque,picture,RR,female,R,TR2,55,22,training_word,no_shift_word,5,2,nOflE,dOfla,5,5,0,0.4,dOflE,5,5,0,0.2,5,0,0.2,5,0,0.4,20s,877s (~14.62 minutes)
6973,112,21,1,dialect,opaque,picture,RR,female,R,TR3,73,26,training_word,shifted_word,5,2,kublE,finE,4,5,0,0.8,finE,4,5,0,0.8,5,0,0.8,5,0,0.8,NA,1001s (~16.68 minutes)
6984,112,22,2,dialect,opaque,picture,RR,female,R,TR3,72,32,training_word,shifted_word,5,2,smadu,skani,5,5,0,0.6,skani,5,5,0,0.6,5,0,0.6,5,0,0.6,30s,1031s (~17.18 minutes)
6996,112,23,3,dialect,opaque,picture,RR,female,R,TR3,242,24,training_word,no_shift_word,5,2,dEsna,dEfna,5,5,0,0.2,dEfna,5,5,0,0.2,5,0,0.2,5,0,0.2,30s,1061s (~17.68 minutes)
7001,112,24,4,dialect,opaque,picture,RR,female,R,TR3,97,7,training_word,shifted_word,3,2,daf,daf,3,3,1,0,daf,3,3,1,0,3,1,0,3,1,0,22s,1083s (~18.05 minutes)
7006,112,25,5,dialect,opaque,picture,RR,female,R,TR3,180,11,training_word,shifted_word,4,2,blaf,blaf,4,4,1,0,blaf,4,4,1,0,4,1,0,4,1,0,19s,1102s (~18.37 minutes)
7011,112,26,6,dialect,opaque,picture,RR,female,R,TR3,215,13,training_word,no_shift_word,4,2,flOb,kalOb,5,5,0,0.4,kalOb,5,5,0,0.4,5,0,0.4,5,0,0.4,23s,1125s (~18.75 minutes)
7015,112,27,7,dialect,opaque,picture,RR,female,R,TR3,30,8,training_word,shifted_word,4,2,snid,fnid,4,4,0,0.25,fnEd,4,4,0,0.5,4,0,0.25,4,0,0.5,20s,1145s (~19.08 minutes)
7023,112,28,8,dialect,opaque,picture,RR,female,R,TR3,122,38,training_word,no_shift_word,6,2,snibOl,fnibOl,6,6,0,0.166667,fnibOl,6,6,0,0.166667,6,0,0.166667,6,0,0.166667,27s,1172s (~19.53 minutes)
7031,112,29,9,dialect,opaque,picture,RR,female,R,TR3,236,29,training_word,no_shift_word,5,2,smiba,smiba,5,5,1,0,smiba,5,5,1,0,5,1,0,5,1,0,22s,1194s (~19.9 minutes)
7037,112,30,10,dialect,opaque,picture,RR,female,R,TR3,237,9,training_word,no_shift_word,4,2,snOf,flOf,4,4,0,0.5,flOf,4,4,0,0.5,4,0,0.5,4,0,0.5,22s,1216s (~20.27 minutes)
7048,112,31,1,dialect,opaque,picture,RR,female,R,TR4,97,7,training_word,shifted_word,3,3,daf,daf,3,3,1,0,daf,3,3,1,0,3,1,0,3,1,0,NA,1239s (~20.65 minutes)
7055,112,32,2,dialect,opaque,picture,RR,female,R,TR4,242,24,training_word,no_shift_word,5,3,dEsna,dEfna,5,5,0,0.2,dEfna,5,5,0,0.2,5,0,0.2,5,0,0.2,18s,1257s (~20.95 minutes)
7062,112,33,3,dialect,opaque,picture,RR,female,R,TR4,73,26,training_word,shifted_word,5,3,kublE,kidna,5,5,0,0.8,kibna,5,5,0,0.6,5,0,0.6,5,0,0.8,25s,1282s (~21.37 minutes)
7065,112,34,4,dialect,opaque,picture,RR,female,R,TR4,236,29,training_word,no_shift_word,5,3,smiba,smiba,5,5,1,0,smiba,5,5,1,0,5,1,0,5,1,0,14s,1296s (~21.6 minutes)
7073,112,35,5,dialect,opaque,picture,RR,female,R,TR4,30,8,training_word,shifted_word,4,3,snid,flOb,4,4,0,1,flOb,4,4,0,1,4,0,1,4,0,1,21s,1317s (~21.95 minutes)
7077,112,36,6,dialect,opaque,picture,RR,female,R,TR4,122,38,training_word,no_shift_word,6,3,snibOl,snibOl,6,6,1,0,snibOl,6,6,1,0,6,1,0,6,1,0,15s,1332s (~22.2 minutes)
7081,112,37,7,dialect,opaque,picture,RR,female,R,TR4,237,9,training_word,no_shift_word,4,3,snOf,snOf,4,4,1,0,snOf,4,4,1,0,4,1,0,4,1,0,17s,1349s (~22.48 minutes)
7087,112,38,8,dialect,opaque,picture,RR,female,R,TR4,215,13,training_word,no_shift_word,4,3,flOb,flOb,4,4,1,0,flOb,4,4,1,0,4,1,0,4,1,0,18s,1367s (~22.78 minutes)
7093,112,39,9,dialect,opaque,picture,RR,female,R,TR4,180,11,training_word,shifted_word,4,3,blaf,naf,3,4,0,0.5,naf,3,4,0,0.5,4,0,0.5,4,0,0.5,22s,1389s (~23.15 minutes)
7097,112,40,10,dialect,opaque,picture,RR,female,R,TR4,72,32,training_word,shifted_word,5,3,smadu,smadu,5,5,1,0,smadu,5,5,1,0,5,1,0,5,1,0,25s,1414s (~23.57 minutes)
7113,112,41,1,dialect,opaque,picture,RR,female,R,TR5,83,27,training_word,shifted_word,5,3,bEsmi,bEsmE,5,5,0,0.2,bEsmE,5,5,0,0.2,5,0,0.2,5,0,0.2,NA,1511s (~25.18 minutes)
7117,112,42,2,dialect,opaque,picture,RR,female,R,TR5,179,2,training_word,no_shift_word,3,3,fub,fOb,3,3,0,0.333333,fOb,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,16s,1527s (~25.45 minutes)
7122,112,43,3,dialect,opaque,picture,RR,female,R,TR5,203,4,training_word,no_shift_word,3,3,mif,muf,3,3,0,0.333333,nuf,3,3,0,0.666667,3,0,0.333333,3,0,0.666667,16s,1543s (~25.72 minutes)
7129,112,44,4,dialect,opaque,picture,RR,female,R,TR5,49,41,training_word,no_shift_word,6,3,slinab,sninab,6,6,0,0.166667,sninab,6,6,0,0.166667,6,0,0.166667,6,0,0.166667,23s,1566s (~26.1 minutes)
7136,112,45,5,dialect,opaque,picture,RR,female,R,TR5,76,1,training_word,shifted_word,3,3,nEf,nEf,3,3,1,0,nEf,3,3,1,0,3,1,0,3,1,0,22s,1588s (~26.47 minutes)
7146,112,46,6,dialect,opaque,picture,RR,female,R,TR5,88,40,training_word,shifted_word,6,3,flEsOd,flisOd,6,6,0,0.166667,flisOd,6,6,0,0.166667,6,0,0.166667,6,0,0.166667,29s,1617s (~26.95 minutes)
7156,112,47,7,dialect,opaque,picture,RR,female,R,TR5,91,35,training_word,shifted_word,5,3,slOku,fnOku,5,5,0,0.4,fnOku,5,5,0,0.4,5,0,0.4,5,0,0.4,24s,1641s (~27.35 minutes)
7162,112,48,8,dialect,opaque,picture,RR,female,R,TR5,257,10,training_word,no_shift_word,4,3,blim,blim,4,4,1,0,blim,4,4,1,0,4,1,0,4,1,0,20s,1661s (~27.68 minutes)
7168,112,49,9,dialect,opaque,picture,RR,female,R,TR5,185,21,training_word,shifted_word,4,3,nEsk,nisk,4,4,0,0.25,nisk,4,4,0,0.25,4,0,0.25,4,0,0.25,15s,1676s (~27.93 minutes)
7175,112,50,10,dialect,opaque,picture,RR,female,R,TR5,53,20,training_word,no_shift_word,4,3,nifs,nifs,4,4,1,0,nifs,4,4,1,0,4,1,0,4,1,0,16s,1692s (~28.2 minutes)
7179,112,51,1,dialect,opaque,picture,RR,female,R,TR6,53,20,training_word,no_shift_word,4,4,nifs,nifs,4,4,1,0,nifs,4,4,1,0,4,1,0,4,1,0,NA,1706s (~28.43 minutes)
7187,112,52,2,dialect,opaque,picture,RR,female,R,TR6,49,41,training_word,no_shift_word,6,4,slinab,slinab,6,6,1,0,slinab,6,6,1,0,6,1,0,6,1,0,24s,1730s (~28.83 minutes)
7192,112,53,3,dialect,opaque,picture,RR,female,R,TR6,185,21,training_word,shifted_word,4,4,nEsk,nisk,4,4,0,0.25,nisk,4,4,0,0.25,4,0,0.25,4,0,0.25,14s,1744s (~29.07 minutes)
7196,112,54,4,dialect,opaque,picture,RR,female,R,TR6,179,2,training_word,no_shift_word,3,4,fub,fOb,3,3,0,0.333333,fOb,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,14s,1758s (~29.3 minutes)
7198,112,55,5,dialect,opaque,picture,RR,female,R,TR6,257,10,training_word,no_shift_word,4,4,blim,blim,4,4,1,0,blim,4,4,1,0,4,1,0,4,1,0,16s,1774s (~29.57 minutes)
7205,112,56,6,dialect,opaque,picture,RR,female,R,TR6,83,27,training_word,shifted_word,5,4,bEsmi,bEsmi,5,5,1,0,bEsmi,5,5,1,0,5,1,0,5,1,0,17s,1791s (~29.85 minutes)
7210,112,57,7,dialect,opaque,picture,RR,female,R,TR6,203,4,training_word,no_shift_word,3,4,mif,mif,3,3,1,0,mif,3,3,1,0,3,1,0,3,1,0,16s,1807s (~30.12 minutes)
7215,112,58,8,dialect,opaque,picture,RR,female,R,TR6,91,35,training_word,shifted_word,5,4,slOku,flOku,5,5,0,0.2,flOku,5,5,0,0.2,5,0,0.2,5,0,0.2,16s,1823s (~30.38 minutes)
7229,112,59,9,dialect,opaque,picture,RR,female,R,TR6,88,40,training_word,shifted_word,6,4,flEsOd,flisOd,6,6,0,0.166667,flisOd,6,6,0,0.166667,6,0,0.166667,6,0,0.166667,43s,1866s (~31.1 minutes)
7234,112,60,10,dialect,opaque,picture,RR,female,R,TR6,76,1,training_word,shifted_word,3,4,nEf,nif,3,3,0,0.333333,nif,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,18s,1884s (~31.4 minutes)
7242,112,61,1,dialect,opaque,picture,RR,female,R,TEST,211,6,training_word,no_shift_word,3,5,lOm,lOm,3,3,1,0,lOm,3,3,1,0,3,1,0,3,1,0,NA,1906s (~31.77 minutes)
7249,112,62,2,dialect,opaque,picture,RR,female,R,TEST,155,15,training_word,shifted_word,4,5,balf,balf,4,4,1,0,balf,4,4,1,0,4,1,0,4,1,0,14s,1920s (~32 minutes)
7255,112,63,3,dialect,opaque,picture,RR,female,R,TEST,94,37,training_word,shifted_word,6,5,blEkus,blEkus,6,6,1,0,blEkus,6,6,1,0,6,1,0,6,1,0,15s,1935s (~32.25 minutes)
7262,112,64,4,dialect,opaque,picture,RR,female,R,TEST,241,31,testing_word,can_shift_word,5,0,klufE,klufE,5,5,1,0,klufE,5,5,1,0,5,1,0,5,1,0,22s,1957s (~32.62 minutes)
7270,112,65,5,dialect,opaque,picture,RR,female,R,TEST,182,23,testing_word,can_shift_word,5,0,dikla,dikla,5,5,1,0,dikla,5,5,1,0,5,1,0,5,1,0,15s,1972s (~32.87 minutes)
7272,112,66,6,dialect,opaque,picture,RR,female,R,TEST,86,34,training_word,no_shift_word,5,5,flidu,flidu,5,5,1,0,flidu,5,5,1,0,5,1,0,5,1,0,11s,1983s (~33.05 minutes)
7282,112,67,7,dialect,opaque,picture,RR,female,R,TEST,224,28,testing_word,can_shift_word,5,0,luskO,luskO,5,5,1,0,luskO,5,5,1,0,5,1,0,5,1,0,25s,2008s (~33.47 minutes)
7288,112,68,8,dialect,opaque,picture,RR,female,R,TEST,30,8,training_word,shifted_word,4,5,snid,snid,4,4,1,0,snid,4,4,1,0,4,1,0,4,1,0,13s,2021s (~33.68 minutes)
7295,112,69,9,dialect,opaque,picture,RR,female,R,TEST,53,20,training_word,no_shift_word,4,5,nifs,difs,4,4,0,0.25,difs,4,4,0,0.25,4,0,0.25,4,0,0.25,18s,2039s (~33.98 minutes)
7299,112,70,10,dialect,opaque,picture,RR,female,R,TEST,72,32,training_word,shifted_word,5,5,smadu,smadu,5,5,1,0,smadu,5,5,1,0,5,1,0,5,1,0,13s,2052s (~34.2 minutes)
7306,112,71,11,dialect,opaque,picture,RR,female,R,TEST,27,5,training_word,shifted_word,3,5,nal,dal,3,3,0,0.333333,dal,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,14s,2066s (~34.43 minutes)
7316,112,72,12,dialect,opaque,picture,RR,female,R,TEST,6,42,testing_word,can_shift_word,6,0,flabun,slabun,6,6,0,0.166667,slabun,6,6,0,0.166667,6,0,0.166667,6,0,0.166667,22s,2088s (~34.8 minutes)
7321,112,73,13,dialect,opaque,picture,RR,female,R,TEST,81,14,testing_word,can_shift_word,4,0,klEb,klEb,4,4,1,0,klEb,4,4,1,0,4,1,0,4,1,0,17s,2105s (~35.08 minutes)
7325,112,74,14,dialect,opaque,picture,RR,female,R,TEST,179,2,training_word,no_shift_word,3,5,fub,fOb,3,3,0,0.333333,fOb,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,13s,2118s (~35.3 minutes)
7329,112,75,15,dialect,opaque,picture,RR,female,R,TEST,122,38,training_word,no_shift_word,6,5,snibOl,snibOl,6,6,1,0,snibOl,6,6,1,0,6,1,0,6,1,0,17s,2135s (~35.58 minutes)
7335,112,76,16,dialect,opaque,picture,RR,female,R,TEST,257,10,training_word,no_shift_word,4,5,blim,blim,4,4,1,0,blim,4,4,1,0,4,1,0,4,1,0,17s,2152s (~35.87 minutes)
7345,112,77,17,dialect,opaque,picture,RR,female,R,TEST,88,40,training_word,shifted_word,6,5,flEsOd,flEsOd,6,6,1,0,flEsOd,6,6,1,0,6,1,0,6,1,0,24s,2176s (~36.27 minutes)
7351,112,78,18,dialect,opaque,picture,RR,female,R,TEST,180,11,training_word,shifted_word,4,5,blaf,blaf,4,4,1,0,blaf,4,4,1,0,4,1,0,4,1,0,17s,2193s (~36.55 minutes)
7356,112,79,19,dialect,opaque,picture,RR,female,R,TEST,168,12,testing_word,can_shift_word,4,0,skub,skib,4,4,0,0.25,skib,4,4,0,0.25,4,0,0.25,4,0,0.25,11s,2204s (~36.73 minutes)
7359,112,80,20,dialect,opaque,picture,RR,female,R,TEST,115,30,training_word,shifted_word,5,5,skEfi,skEfi,5,5,1,0,skEfi,5,5,1,0,5,1,0,5,1,0,15s,2219s (~36.98 minutes)
7369,112,81,21,dialect,opaque,picture,RR,female,R,TEST,250,25,training_word,shifted_word,5,5,dasmu,dasmu,5,5,1,0,dasmu,5,5,1,0,5,1,0,5,1,0,29s,2248s (~37.47 minutes)
7371,112,82,22,dialect,opaque,picture,RR,female,R,TEST,83,27,training_word,shifted_word,5,5,bEsmi,bEsmi,5,5,1,0,bEsmi,5,5,1,0,5,1,0,5,1,0,13s,2261s (~37.68 minutes)
7378,112,83,23,dialect,opaque,picture,RR,female,R,TEST,91,35,training_word,shifted_word,5,5,slOku,snOku,5,5,0,0.2,snOku,5,5,0,0.2,5,0,0.2,5,0,0.2,17s,2278s (~37.97 minutes)
7383,112,84,24,dialect,opaque,picture,RR,female,R,TEST,73,26,training_word,shifted_word,5,5,kublE,kubna,5,5,0,0.4,kubna,5,5,0,0.4,5,0,0.4,5,0,0.4,20s,2298s (~38.3 minutes)
