trial_id,participant_number,session_trial_id,section_trial_id,language_variety,orthography_condition,picture_condition,order_condition,speaker_condition,task,block,picture_id,word_id,test_words,dialect_words,target_length,exposure_count,target,primary_coder_response,primary_coder_response_length,primary_max_word_length,primary_coder_correct,primary_coder_nLED,secondary_coder_response,secondary_coder_response_length,secondary_max_word_length,secondary_coder_correct,secondary_coder_nLED,lenient_max_word_length,lenient_correct,lenient_nLED,stringent_max_word_length,stringent_correct,stringent_nLED,submission_time,running_time
3939,65,53,3,dialect,opaque,no_picture,RR,male,R,TR6,0,8,training_word,shifted_word,4,4,snid,fnEd,4,4,0,0.5,fnEd,4,4,0,0.5,4,0,0.5,4,0,0.5,16s,1104s (~18.4 minutes)
3943,65,54,4,dialect,opaque,no_picture,RR,male,R,TR6,0,5,training_word,shifted_word,3,4,nal,nEa,3,3,0,0.666667,nEa,3,3,0,0.666667,3,0,0.666667,3,0,0.666667,11s,1115s (~18.58 minutes)
3947,65,55,5,dialect,opaque,no_picture,RR,male,R,TR6,0,7,training_word,shifted_word,3,4,daf,dEf,3,3,0,0.333333,dEf,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,13s,1128s (~18.8 minutes)
3952,65,56,6,dialect,opaque,no_picture,RR,male,R,TR6,0,41,training_word,no_shift_word,6,4,slinab,snEnab,6,6,0,0.333333,snEnab,6,6,0,0.333333,6,0,0.333333,6,0,0.333333,14s,1142s (~19.03 minutes)
3960,65,57,7,dialect,opaque,no_picture,RR,male,R,TR6,0,2,training_word,no_shift_word,3,4,fub,fab,3,3,0,0.333333,fab,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,14s,1156s (~19.27 minutes)
3966,65,58,8,dialect,opaque,no_picture,RR,male,R,TR6,0,20,training_word,no_shift_word,4,4,nifs,nEfOb,5,5,0,0.6,nEfOb,5,5,0,0.6,5,0,0.6,5,0,0.6,11s,1167s (~19.45 minutes)
3975,65,59,9,dialect,opaque,no_picture,RR,male,R,TR6,0,13,training_word,no_shift_word,4,4,flOb,nalb,4,4,0,0.75,nalb,4,4,0,0.75,4,0,0.75,4,0,0.75,19s,1186s (~19.77 minutes)
3979,65,60,10,dialect,opaque,no_picture,RR,male,R,TR6,0,35,training_word,shifted_word,5,4,slOku,fn?kub,6,6,0,0.666667,fnaukO,6,6,0,0.833333,6,0,0.666667,6,0,0.833333,11s,1197s (~19.95 minutes)
3992,65,61,1,dialect,opaque,no_picture,RR,male,R,TEST,0,11,training_word,shifted_word,4,5,blaf,bnEf,4,4,0,0.5,bnEf,4,4,0,0.5,4,0,0.5,4,0,0.5,NA,1223s (~20.38 minutes)
3997,65,62,2,dialect,opaque,no_picture,RR,male,R,TEST,0,39,testing_word,can_shift_word,6,0,klusim,kalsnEm,7,7,0,0.571429,kauslEm,7,7,0,0.428571,7,0,0.428571,7,0,0.571429,12s,1235s (~20.58 minutes)
4004,65,63,3,dialect,opaque,no_picture,RR,male,R,TEST,0,31,testing_word,can_shift_word,5,0,klufE,kalfnub,7,7,0,0.714286,kauflOb,7,7,0,0.571429,7,0,0.571429,7,0,0.714286,15s,1250s (~20.83 minutes)
4012,65,64,4,dialect,opaque,no_picture,RR,male,R,TEST,0,40,training_word,shifted_word,6,5,flEsOd,snabOs,6,6,0,0.833333,snabOst,7,7,0,0.857143,6,0,0.833333,7,0,0.857143,12s,1262s (~21.03 minutes)
4018,65,65,5,dialect,opaque,no_picture,RR,male,R,TEST,0,41,training_word,no_shift_word,6,5,slinab,snEnOb,6,6,0,0.5,snEnOb,6,6,0,0.5,6,0,0.5,6,0,0.5,11s,1273s (~21.22 minutes)
4022,65,66,6,dialect,opaque,no_picture,RR,male,R,TEST,0,33,testing_word,can_shift_word,5,0,klOda,kalda,5,5,0,0.4,kOlda,5,5,0,0.4,5,0,0.4,5,0,0.4,9s,1282s (~21.37 minutes)
4027,65,67,7,dialect,opaque,no_picture,RR,male,R,TEST,0,30,training_word,shifted_word,5,5,skEfi,skabumfE,8,8,0,0.625,skabOfE,7,7,0,0.571429,7,0,0.571429,8,0,0.625,12s,1294s (~21.57 minutes)
4032,65,68,8,dialect,opaque,no_picture,RR,male,R,TEST,0,23,testing_word,can_shift_word,5,0,dikla,dEka,4,5,0,0.4,dEka,4,5,0,0.4,5,0,0.4,5,0,0.4,10s,1304s (~21.73 minutes)
4038,65,69,9,dialect,opaque,no_picture,RR,male,R,TEST,0,12,testing_word,can_shift_word,4,0,skub,EkEb,4,4,0,0.5,EkEb,4,4,0,0.5,4,0,0.5,4,0,0.5,11s,1315s (~21.92 minutes)
4042,65,70,10,dialect,opaque,no_picture,RR,male,R,TEST,0,4,training_word,no_shift_word,3,5,mif,mEf,3,3,0,0.333333,mEf,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,8s,1323s (~22.05 minutes)
4064,65,71,11,dialect,opaque,no_picture,RR,male,R,TEST,0,42,testing_word,can_shift_word,6,0,flabun,snEbin,6,6,0,0.666667,snEbn,5,6,0,0.666667,6,0,0.666667,6,0,0.666667,46s,1369s (~22.82 minutes)
4074,65,72,12,dialect,opaque,no_picture,RR,male,R,TEST,0,37,training_word,shifted_word,6,5,blEkus,bnEbukuf,8,8,0,0.5,bnEbEkf,7,7,0,0.714286,8,0,0.5,7,0,0.714286,17s,1386s (~23.1 minutes)
4084,65,73,13,dialect,opaque,no_picture,RR,male,R,TEST,0,36,testing_word,can_shift_word,6,0,skOnEf,EkOmbuf,7,7,0,0.571429,EkOmbf,6,6,0,0.5,6,0,0.5,7,0,0.571429,21s,1407s (~23.45 minutes)
4087,65,74,14,dialect,opaque,no_picture,RR,male,R,TEST,0,7,training_word,shifted_word,3,5,daf,dEf,3,3,0,0.333333,dEf,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,7s,1414s (~23.57 minutes)
4103,65,75,15,dialect,opaque,no_picture,RR,male,R,TEST,0,32,training_word,shifted_word,5,5,smadu,Emduf,5,5,0,0.6,Emdf,4,5,0,0.6,5,0,0.6,5,0,0.6,59s,1473s (~24.55 minutes)
4106,65,76,16,dialect,opaque,no_picture,RR,male,R,TEST,0,16,testing_word,can_shift_word,4,0,dOlk,dalk,4,4,0,0.25,dalk,4,4,0,0.25,4,0,0.25,4,0,0.25,7s,1480s (~24.67 minutes)
4115,65,77,17,dialect,opaque,no_picture,RR,male,R,TEST,0,19,testing_word,can_shift_word,4,0,suld,Efad,4,4,0,0.75,Efad,4,4,0,0.75,4,0,0.75,4,0,0.75,32s,1512s (~25.2 minutes)
4116,65,78,18,dialect,opaque,no_picture,RR,male,R,TEST,0,10,training_word,no_shift_word,4,5,blim,bnEm,4,4,0,0.5,bnEm,4,4,0,0.5,4,0,0.5,4,0,0.5,8s,1520s (~25.33 minutes)
4119,65,79,19,dialect,opaque,no_picture,RR,male,R,TEST,0,26,training_word,shifted_word,5,5,kublE,knEbim,6,6,0,0.666667,knEbm,5,5,0,0.8,6,0,0.666667,5,0,0.8,10s,1530s (~25.5 minutes)
4122,65,80,20,dialect,opaque,no_picture,RR,male,R,TEST,0,38,training_word,no_shift_word,6,5,snibOl,snEbOa,6,6,0,0.333333,snEbOla,7,7,0,0.285714,7,0,0.285714,6,0,0.333333,10s,1540s (~25.67 minutes)
4130,65,81,21,dialect,opaque,no_picture,RR,male,R,TEST,0,9,training_word,no_shift_word,4,5,snOf,snalf,5,5,0,0.4,snOlf,5,5,0,0.2,5,0,0.2,5,0,0.4,25s,1565s (~26.08 minutes)
4133,65,82,22,dialect,opaque,no_picture,RR,male,R,TEST,0,35,training_word,shifted_word,5,5,slOku,snalkE,6,6,0,0.666667,snaukE,6,6,0,0.666667,6,0,0.666667,6,0,0.666667,12s,1577s (~26.28 minutes)
4136,65,83,23,dialect,opaque,no_picture,RR,male,R,TEST,0,24,training_word,no_shift_word,5,5,dEsna,dEbufuma,8,8,0,0.625,dEbfma,6,6,0,0.5,6,0,0.5,8,0,0.625,11s,1588s (~26.47 minutes)
4138,65,84,24,dialect,opaque,no_picture,RR,male,R,TEST,0,25,training_word,shifted_word,5,5,dasmu,dalmEf,6,6,0,0.5,dalmEf,6,6,0,0.5,6,0,0.5,6,0,0.5,10s,1598s (~26.63 minutes)
4141,65,85,25,dialect,opaque,no_picture,RR,male,R,TEST,0,13,training_word,no_shift_word,4,5,flOb,snalb,5,5,0,0.8,snaub,5,5,0,0.8,5,0,0.8,5,0,0.8,9s,1607s (~26.78 minutes)
4144,65,86,26,dialect,opaque,no_picture,RR,male,R,TEST,0,8,training_word,shifted_word,4,5,snid,snEd,4,4,0,0.25,snEd,4,4,0,0.25,4,0,0.25,4,0,0.25,8s,1615s (~26.92 minutes)
4149,65,87,27,dialect,opaque,no_picture,RR,male,R,TEST,0,27,training_word,shifted_word,5,5,bEsmi,EbEmE,5,5,0,0.6,EbmE,4,5,0,0.6,5,0,0.6,5,0,0.6,17s,1632s (~27.2 minutes)
4152,65,88,28,dialect,opaque,no_picture,RR,male,R,TEST,0,20,training_word,no_shift_word,4,5,nifs,nEfE,4,4,0,0.5,nEfE,4,4,0,0.5,4,0,0.5,4,0,0.5,11s,1643s (~27.38 minutes)
4155,65,89,29,dialect,opaque,no_picture,RR,male,R,TEST,0,14,testing_word,can_shift_word,4,0,klEb,kEb,3,4,0,0.25,kEb,3,4,0,0.25,4,0,0.25,4,0,0.25,14s,1657s (~27.62 minutes)
4159,65,90,30,dialect,opaque,no_picture,RR,male,R,TEST,0,3,testing_word,can_shift_word,3,0,mab,mEb,3,3,0,0.333333,mEb,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,7s,1664s (~27.73 minutes)
4162,65,91,31,dialect,opaque,no_picture,RR,male,R,TEST,0,15,training_word,shifted_word,4,5,balf,bEf,3,4,0,0.5,bEf,3,4,0,0.5,4,0,0.5,4,0,0.5,9s,1673s (~27.88 minutes)
4165,65,92,32,dialect,opaque,no_picture,RR,male,R,TEST,0,22,training_word,no_shift_word,5,5,nOflE,nalfOb,6,6,0,0.666667,nalfOb,6,6,0,0.666667,6,0,0.666667,6,0,0.666667,11s,1684s (~28.07 minutes)
4171,65,93,33,dialect,opaque,no_picture,RR,male,R,TEST,0,28,testing_word,can_shift_word,5,0,luskO,alfkOn,6,6,0,0.666667,aufkOm,6,6,0,0.5,6,0,0.5,6,0,0.666667,26s,1710s (~28.5 minutes)
4173,65,94,34,dialect,opaque,no_picture,RR,male,R,TEST,0,1,training_word,shifted_word,3,5,nEf,nOlf,4,4,0,0.5,nOlf,4,4,0,0.5,4,0,0.5,4,0,0.5,9s,1719s (~28.65 minutes)
4176,65,95,35,dialect,opaque,no_picture,RR,male,R,TEST,0,34,training_word,no_shift_word,5,5,flidu,saldE,5,5,0,0.8,saudE,5,5,0,0.8,5,0,0.8,5,0,0.8,22s,1741s (~29.02 minutes)
4179,65,96,36,dialect,opaque,no_picture,RR,male,R,TEST,0,21,training_word,shifted_word,4,5,nEsk,nOlbkE,6,6,0,0.666667,nOlbkE,6,6,0,0.666667,6,0,0.666667,6,0,0.666667,14s,1755s (~29.25 minutes)
4182,65,97,37,dialect,opaque,no_picture,RR,male,R,TEST,0,17,training_word,no_shift_word,4,5,mOls,mO?,3,4,0,0.5,mOai,4,4,0,0.5,4,0,0.5,4,0,0.5,23s,1778s (~29.63 minutes)
4183,65,98,38,dialect,opaque,no_picture,RR,male,R,TEST,0,2,training_word,no_shift_word,3,5,fub,salb,4,4,0,0.75,sOb,3,3,0,0.666667,3,0,0.666667,4,0,0.75,9s,1787s (~29.78 minutes)
4185,65,99,39,dialect,opaque,no_picture,RR,male,R,TEST,0,5,training_word,shifted_word,3,5,nal,nEa,3,3,0,0.666667,nEi,3,3,0,0.666667,3,0,0.666667,3,0,0.666667,8s,1795s (~29.92 minutes)
4188,65,100,40,dialect,opaque,no_picture,RR,male,R,TEST,0,6,training_word,no_shift_word,3,5,lOm,Ealm,4,4,0,0.75,EOm,3,3,0,0.333333,3,0,0.333333,4,0,0.75,18s,1813s (~30.22 minutes)
4189,65,101,41,dialect,opaque,no_picture,RR,male,R,TEST,0,29,training_word,no_shift_word,5,5,smiba,EmOEbE,6,6,0,0.666667,EmOEbE,6,6,0,0.666667,6,0,0.666667,6,0,0.666667,10s,1823s (~30.38 minutes)
4191,65,102,42,dialect,opaque,no_picture,RR,male,R,TEST,0,18,training_word,no_shift_word,4,5,fOns,salnE,5,5,0,0.8,saunE,5,5,0,0.8,5,0,0.8,5,0,0.8,9s,1832s (~30.53 minutes)
3961,66,1,1,dialect,opaque,no_picture,RR,male,R,TR1,0,10,training_word,no_shift_word,4,1,blim,bafa,4,4,0,0.75,bafa,4,4,0,0.75,4,0,0.75,4,0,0.75,NA,513s (~8.55 minutes)
3976,66,2,2,dialect,opaque,no_picture,RR,male,R,TR1,0,37,training_word,shifted_word,6,1,blEkus,blima,5,6,0,0.666667,blEma,5,6,0,0.5,6,0,0.5,6,0,0.666667,33s,546s (~9.1 minutes)
3987,66,3,3,dialect,opaque,no_picture,RR,male,R,TR1,0,11,training_word,shifted_word,4,1,blaf,blimaf,6,6,0,0.333333,blimaf,6,6,0,0.333333,6,0,0.333333,6,0,0.333333,21s,567s (~9.45 minutes)
3998,66,4,4,dialect,opaque,no_picture,RR,male,R,TR1,0,40,training_word,shifted_word,6,1,flEsOd,flaf,4,6,0,0.666667,flaf,4,6,0,0.666667,6,0,0.666667,6,0,0.666667,25s,592s (~9.87 minutes)
4007,66,5,5,dialect,opaque,no_picture,RR,male,R,TR1,0,41,training_word,no_shift_word,6,1,slinab,flala,5,6,0,0.666667,flala,5,6,0,0.666667,6,0,0.666667,6,0,0.666667,19s,611s (~10.18 minutes)
4016,66,6,6,dialect,opaque,no_picture,RR,male,R,TR1,0,8,training_word,shifted_word,4,1,snid,*,1,4,NA,NA,*,1,4,NA,NA,NA,NA,NA,NA,NA,NA,18s,629s (~10.48 minutes)
4025,66,7,7,dialect,opaque,no_picture,RR,male,R,TR1,0,22,training_word,no_shift_word,5,1,nOflE,fnil,4,5,0,0.8,flil,4,5,0,0.8,5,0,0.8,5,0,0.8,16s,645s (~10.75 minutes)
4036,66,8,8,dialect,opaque,no_picture,RR,male,R,TR1,0,21,training_word,shifted_word,4,1,nEsk,nOflag,6,6,0,0.833333,nOflak,6,6,0,0.666667,6,0,0.666667,6,0,0.833333,23s,668s (~11.13 minutes)
4046,66,9,9,dialect,opaque,no_picture,RR,male,R,TR1,0,6,training_word,no_shift_word,3,1,lOm,Elak,4,4,0,0.75,lak,3,3,0,0.666667,3,0,0.666667,4,0,0.75,19s,687s (~11.45 minutes)
4058,66,10,10,dialect,opaque,no_picture,RR,male,R,TR1,0,20,training_word,no_shift_word,4,1,nifs,lOm,3,4,0,1,lOm,3,4,0,1,4,0,1,4,0,1,27s,714s (~11.9 minutes)
4073,66,11,1,dialect,opaque,no_picture,RR,male,R,TR2,0,8,training_word,shifted_word,4,2,snid,lif,3,4,0,0.75,lif,3,4,0,0.75,4,0,0.75,4,0,0.75,NA,740s (~12.33 minutes)
4080,66,12,2,dialect,opaque,no_picture,RR,male,R,TR2,0,22,training_word,no_shift_word,5,2,nOflE,nifla,5,5,0,0.4,nifla,5,5,0,0.4,5,0,0.4,5,0,0.4,17s,757s (~12.62 minutes)
4089,66,13,3,dialect,opaque,no_picture,RR,male,R,TR2,0,6,training_word,no_shift_word,3,2,lOm,lOm,3,3,1,0,lOm,3,3,1,0,3,1,0,3,1,0,16s,773s (~12.88 minutes)
4092,66,14,4,dialect,opaque,no_picture,RR,male,R,TR2,0,20,training_word,no_shift_word,4,2,nifs,slam,4,4,0,1,slam,4,4,0,1,4,0,1,4,0,1,17s,790s (~13.17 minutes)
4096,66,15,5,dialect,opaque,no_picture,RR,male,R,TR2,0,21,training_word,shifted_word,4,2,nEsk,niak,4,4,0,0.5,nEak,4,4,0,0.25,4,0,0.25,4,0,0.5,18s,808s (~13.47 minutes)
4102,66,16,6,dialect,opaque,no_picture,RR,male,R,TR2,0,10,training_word,no_shift_word,4,2,blim,blOm,4,4,0,0.25,blOm,4,4,0,0.25,4,0,0.25,4,0,0.25,19s,827s (~13.78 minutes)
4109,66,17,7,dialect,opaque,no_picture,RR,male,R,TR2,0,11,training_word,shifted_word,4,2,blaf,blaf,4,4,1,0,blaf,4,4,1,0,4,1,0,4,1,0,18s,845s (~14.08 minutes)
4114,66,18,8,dialect,opaque,no_picture,RR,male,R,TR2,0,40,training_word,shifted_word,6,2,flEsOd,flad,4,6,0,0.5,flad,4,6,0,0.5,6,0,0.5,6,0,0.5,21s,866s (~14.43 minutes)
4121,66,19,9,dialect,opaque,no_picture,RR,male,R,TR2,0,37,training_word,shifted_word,6,2,blEkus,bla,3,6,0,0.666667,bla,3,6,0,0.666667,6,0,0.666667,6,0,0.666667,27s,893s (~14.88 minutes)
4127,66,20,10,dialect,opaque,no_picture,RR,male,R,TR2,0,41,training_word,no_shift_word,6,2,slinab,flus,4,6,0,0.833333,flus,4,6,0,0.833333,6,0,0.833333,6,0,0.833333,19s,912s (~15.2 minutes)
4169,66,21,1,dialect,opaque,no_picture,RR,male,R,TR3,0,30,training_word,shifted_word,5,2,skEfi,saxifi,6,6,0,0.5,sahifi,6,6,0,0.5,6,0,0.5,6,0,0.5,NA,1060s (~17.67 minutes)
4174,66,22,2,dialect,opaque,no_picture,RR,male,R,TR3,0,2,training_word,no_shift_word,3,2,fub,fab,3,3,0,0.333333,fab,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,19s,1079s (~17.98 minutes)
4178,66,23,3,dialect,opaque,no_picture,RR,male,R,TR3,0,5,training_word,shifted_word,3,2,nal,dOs,3,3,0,1,dOs,3,3,0,1,3,0,1,3,0,1,30s,1109s (~18.48 minutes)
4204,66,24,4,dialect,opaque,no_picture,RR,male,R,TR3,0,38,training_word,no_shift_word,6,2,snibOl,fla,3,6,0,1,fla,3,6,0,1,6,0,1,6,0,1,247s (~4.12 minutes),1356s (~22.6 minutes)
4207,66,25,5,dialect,opaque,no_picture,RR,male,R,TR3,0,29,training_word,no_shift_word,5,2,smiba,mab,3,5,0,0.6,mab,3,5,0,0.6,5,0,0.6,5,0,0.6,44s,1400s (~23.33 minutes)
4209,66,26,6,dialect,opaque,no_picture,RR,male,R,TR3,0,18,training_word,no_shift_word,4,2,fOns,b,1,4,0,1,bE,2,4,0,1,4,0,1,4,0,1,19s,1419s (~23.65 minutes)
4212,66,27,7,dialect,opaque,no_picture,RR,male,R,TR3,0,24,training_word,no_shift_word,5,2,dEsna,dOf,3,5,0,0.8,daf,3,5,0,0.8,5,0,0.8,5,0,0.8,22s,1441s (~24.02 minutes)
4217,66,28,8,dialect,opaque,no_picture,RR,male,R,TR3,0,15,training_word,shifted_word,4,2,balf,bOlOf,5,5,0,0.4,balaf,5,5,0,0.2,5,0,0.2,5,0,0.4,35s,1476s (~24.6 minutes)
4220,66,29,9,dialect,opaque,no_picture,RR,male,R,TR3,0,27,training_word,shifted_word,5,2,bEsmi,bOm,3,5,0,0.6,mam,3,5,0,0.8,5,0,0.6,5,0,0.8,23s,1499s (~24.98 minutes)
4221,66,30,10,dialect,opaque,no_picture,RR,male,R,TR3,0,1,training_word,shifted_word,3,2,nEf,balf,4,4,0,0.75,baf,3,3,0,0.666667,3,0,0.666667,4,0,0.75,24s,1523s (~25.38 minutes)
4225,66,31,1,dialect,opaque,no_picture,RR,male,R,TR4,0,27,training_word,shifted_word,5,3,bEsmi,blOm,4,5,0,0.6,blam,4,5,0,0.6,5,0,0.6,5,0,0.6,NA,1583s (~26.38 minutes)
4230,66,32,2,dialect,opaque,no_picture,RR,male,R,TR4,0,15,training_word,shifted_word,4,3,balf,blaf,4,4,0,0.5,blaf,4,4,0,0.5,4,0,0.5,4,0,0.5,38s,1621s (~27.02 minutes)
4232,66,33,3,dialect,opaque,no_picture,RR,male,R,TR4,0,29,training_word,no_shift_word,5,3,smiba,malb,4,5,0,0.8,malb,4,5,0,0.8,5,0,0.8,5,0,0.8,19s,1640s (~27.33 minutes)
4235,66,34,4,dialect,opaque,no_picture,RR,male,R,TR4,0,18,training_word,no_shift_word,4,3,fOns,fib,3,4,0,0.75,fib,3,4,0,0.75,4,0,0.75,4,0,0.75,21s,1661s (~27.68 minutes)
4237,66,35,5,dialect,opaque,no_picture,RR,male,R,TR4,0,38,training_word,no_shift_word,6,3,snibOl,filbla,6,6,0,0.833333,fubla,5,6,0,0.833333,6,0,0.833333,6,0,0.833333,24s,1685s (~28.08 minutes)
4240,66,36,6,dialect,opaque,no_picture,RR,male,R,TR4,0,2,training_word,no_shift_word,3,3,fub,lab,3,3,0,0.666667,lab,3,3,0,0.666667,3,0,0.666667,3,0,0.666667,19s,1704s (~28.4 minutes)
4242,66,37,7,dialect,opaque,no_picture,RR,male,R,TR4,0,24,training_word,no_shift_word,5,3,dEsna,balf,4,5,0,1,baf,3,5,0,1,5,0,1,5,0,1,20s,1724s (~28.73 minutes)
4245,66,38,8,dialect,opaque,no_picture,RR,male,R,TR4,0,1,training_word,shifted_word,3,3,nEf,af,2,3,0,0.666667,af,2,3,0,0.666667,3,0,0.666667,3,0,0.666667,20s,1744s (~29.07 minutes)
4247,66,39,9,dialect,opaque,no_picture,RR,male,R,TR4,0,30,training_word,shifted_word,5,3,skEfi,kafa,4,5,0,0.6,kafa,4,5,0,0.6,5,0,0.6,5,0,0.6,20s,1764s (~29.4 minutes)
4250,66,40,10,dialect,opaque,no_picture,RR,male,R,TR4,0,5,training_word,shifted_word,3,3,nal,kOla,4,4,0,0.75,kala,4,4,0,0.5,4,0,0.5,4,0,0.75,20s,1784s (~29.73 minutes)
4259,66,41,1,dialect,opaque,no_picture,RR,male,R,TR5,0,35,training_word,shifted_word,5,3,slOku,flina,5,5,0,0.8,flina,5,5,0,0.8,5,0,0.8,5,0,0.8,NA,2097s (~34.95 minutes)
4260,66,42,2,dialect,opaque,no_picture,RR,male,R,TR5,0,9,training_word,no_shift_word,4,3,snOf,snOf,4,4,1,0,snOf,4,4,1,0,4,1,0,4,1,0,23s,2120s (~35.33 minutes)
4262,66,43,3,dialect,opaque,no_picture,RR,male,R,TR5,0,32,training_word,shifted_word,5,3,smadu,mab,3,5,0,0.6,mad,3,5,0,0.4,5,0,0.4,5,0,0.6,20s,2140s (~35.67 minutes)
4264,66,44,4,dialect,opaque,no_picture,RR,male,R,TR5,0,34,training_word,no_shift_word,5,3,flidu,flidu,5,5,1,0,flidu,5,5,1,0,5,1,0,5,1,0,29s,2169s (~36.15 minutes)
4266,66,45,5,dialect,opaque,no_picture,RR,male,R,TR5,0,17,training_word,no_shift_word,4,3,mOls,mOla,4,4,0,0.25,mOla,4,4,0,0.25,4,0,0.25,4,0,0.25,25s,2194s (~36.57 minutes)
4268,66,46,6,dialect,opaque,no_picture,RR,male,R,TR5,0,13,training_word,no_shift_word,4,3,flOb,flab,4,4,0,0.25,flab,4,4,0,0.25,4,0,0.25,4,0,0.25,18s,2212s (~36.87 minutes)
4269,66,47,7,dialect,opaque,no_picture,RR,male,R,TR5,0,7,training_word,shifted_word,3,3,daf,dOf,3,3,0,0.333333,dOf,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,18s,2230s (~37.17 minutes)
4270,66,48,8,dialect,opaque,no_picture,RR,male,R,TR5,0,26,training_word,shifted_word,5,3,kublE,dOfnE,5,5,0,0.8,dOknE,5,5,0,0.8,5,0,0.8,5,0,0.8,22s,2252s (~37.53 minutes)
4272,66,49,9,dialect,opaque,no_picture,RR,male,R,TR5,0,4,training_word,no_shift_word,3,3,mif,mif,3,3,1,0,mif,3,3,1,0,3,1,0,3,1,0,36s,2288s (~38.13 minutes)
4274,66,50,10,dialect,opaque,no_picture,RR,male,R,TR5,0,25,training_word,shifted_word,5,3,dasmu,dOsma,5,5,0,0.4,dOsma,5,5,0,0.4,5,0,0.4,5,0,0.4,19s,2307s (~38.45 minutes)
4277,66,51,1,dialect,opaque,no_picture,RR,male,R,TR6,0,26,training_word,shifted_word,5,4,kublE,dObna,5,5,0,0.8,dObnE,5,5,0,0.6,5,0,0.6,5,0,0.8,NA,2335s (~38.92 minutes)
4280,66,52,2,dialect,opaque,no_picture,RR,male,R,TR6,0,34,training_word,no_shift_word,5,4,flidu,flidu,5,5,1,0,flidu,5,5,1,0,5,1,0,5,1,0,24s,2359s (~39.32 minutes)
4282,66,53,3,dialect,opaque,no_picture,RR,male,R,TR6,0,17,training_word,no_shift_word,4,4,mOls,malas,5,5,0,0.4,malas,5,5,0,0.4,5,0,0.4,5,0,0.4,17s,2376s (~39.6 minutes)
4283,66,54,4,dialect,opaque,no_picture,RR,male,R,TR6,0,7,training_word,shifted_word,3,4,daf,dOf,3,3,0,0.333333,dOf,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,16s,2392s (~39.87 minutes)
4285,66,55,5,dialect,opaque,no_picture,RR,male,R,TR6,0,25,training_word,shifted_word,5,4,dasmu,sma,3,5,0,0.6,sma,3,5,0,0.6,5,0,0.6,5,0,0.6,19s,2411s (~40.18 minutes)
4287,66,56,6,dialect,opaque,no_picture,RR,male,R,TR6,0,9,training_word,no_shift_word,4,4,snOf,fnaf,4,4,0,0.5,fnaf,4,4,0,0.5,4,0,0.5,4,0,0.5,25s,2436s (~40.6 minutes)
4290,66,57,7,dialect,opaque,no_picture,RR,male,R,TR6,0,4,training_word,no_shift_word,3,4,mif,mEf,3,3,0,0.333333,mEf,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,29s,2465s (~41.08 minutes)
4293,66,58,8,dialect,opaque,no_picture,RR,male,R,TR6,0,35,training_word,shifted_word,5,4,slOku,nOslE,5,5,0,1,nOslE,5,5,0,1,5,0,1,5,0,1,38s,2503s (~41.72 minutes)
4295,66,59,9,dialect,opaque,no_picture,RR,male,R,TR6,0,32,training_word,shifted_word,5,4,smadu,smada,5,5,0,0.2,smada,5,5,0,0.2,5,0,0.2,5,0,0.2,19s,2522s (~42.03 minutes)
4296,66,60,10,dialect,opaque,no_picture,RR,male,R,TR6,0,13,training_word,no_shift_word,4,4,flOb,flab,4,4,0,0.25,flab,4,4,0,0.25,4,0,0.25,4,0,0.25,21s,2543s (~42.38 minutes)
4301,66,61,1,dialect,opaque,no_picture,RR,male,R,TEST,0,21,training_word,shifted_word,4,5,nEsk,nOlf,4,4,0,0.75,nOf,3,4,0,0.75,4,0,0.75,4,0,0.75,NA,2626s (~43.77 minutes)
4303,66,62,2,dialect,opaque,no_picture,RR,male,R,TEST,0,36,testing_word,can_shift_word,6,0,skOnEf,slinaf,6,6,0,0.5,slina,5,6,0,0.666667,6,0,0.5,6,0,0.666667,19s,2645s (~44.08 minutes)
4306,66,63,3,dialect,opaque,no_picture,RR,male,R,TEST,0,10,training_word,no_shift_word,4,5,blim,bnim,4,4,0,0.25,bnim,4,4,0,0.25,4,0,0.25,4,0,0.25,24s,2669s (~44.48 minutes)
4309,66,64,4,dialect,opaque,no_picture,RR,male,R,TEST,0,27,training_word,shifted_word,5,5,bEsmi,bismi,5,5,0,0.2,bismi,5,5,0,0.2,5,0,0.2,5,0,0.2,21s,2690s (~44.83 minutes)
4312,66,65,5,dialect,opaque,no_picture,RR,male,R,TEST,0,25,training_word,shifted_word,5,5,dasmu,dEsma,5,5,0,0.4,dEsma,5,5,0,0.4,5,0,0.4,5,0,0.4,20s,2710s (~45.17 minutes)
4315,66,66,6,dialect,opaque,no_picture,RR,male,R,TEST,0,3,testing_word,can_shift_word,3,0,mab,mOb,3,3,0,0.333333,mOb,3,3,0,0.333333,3,0,0.333333,3,0,0.333333,17s,2727s (~45.45 minutes)
