"","session_number","progress","completion_code","alphabet_key","language_condition","order_condition","picture_condition","speaker_condition","orthography_condition","start_timestamp","end_timestamp","age","gender","english","fun","noise"
"174",174,"END","00174HQoWy","EnOmfaudiksbl","dialect","WR",0,"male","transparent","2017-05-09 08:46:00","2017-05-09 11:22:37",35,"m",5,4,4
"175",175,"W_TEST","","OfalmEkdbsnui","standard","WR",1,"male","transparent","2017-05-09 12:36:04","0000-00-00 00:00:00",25,"f",5,0,0
"176",176,"END","00176rCjGZ","kOfdimlsnuEab","standard","WR",1,"male","transparent","2017-05-09 13:06:12","2017-05-09 13:43:13",38,"m",5,5,5
"177",177,"END","00177bltBT","mlbEafudOksin","standard","WR",1,"male","transparent","2017-05-09 17:19:03","2017-05-09 18:25:28",23,"o",5,5,5
"178",178,"END","00178fqCMX","OElsdkiamunfb","standard","WR",1,"male","transparent","2017-05-09 18:15:15","2017-05-09 19:44:42",45,"f",5,4,5
"179",179,"END","00179baxfu","linuEaksfOdbm","standard","RW",1,"male","transparent","2017-05-12 09:13:19","2017-05-12 10:33:26",22,"m",5,5,5
"180",180,"END","00180AzgwD","bmEslkOdifnua","standard","RW",1,"male","transparent","2017-05-12 12:25:08","2017-05-12 13:30:42",42,"m",5,4,5
"181",181,"END","00181LaIQx","ObdaifsunkmlE","dialect","WR",1,"male","transparent","2017-05-12 15:25:13","2017-05-12 17:30:32",33,"m",4,1,5
"182",182,"W_TEST","","kfsnEubOladim","dialect","WR",1,"male","transparent","2017-05-12 18:48:40","0000-00-00 00:00:00",32,"m",5,0,0
"183",183,"START","","kiOubEdamslfn","dialect","WR",0,"male","transparent","2017-05-12 19:22:46","0000-00-00 00:00:00",0,"",0,0,0
"184",184,"EXPOSURE1","","dOikamnfbuEsl","standard","RW",1,"female","transparent","2017-05-12 19:22:55","0000-00-00 00:00:00",32,"f",5,0,0
"185",185,"END","00185hGNuV","snufElOiabdkm","dialect","WR",1,"male","transparent","2017-05-12 21:20:54","2017-05-12 22:24:59",36,"f",5,5,5
"186",186,"EXPOSURE3","","OdnsimbluakfE","dialect","WR",1,"female","transparent","2017-05-15 13:27:09","0000-00-00 00:00:00",54,"f",5,0,0
"187",187,"END","00187XkIoy","fisEdluaknmOb","dialect","WR",1,"female","transparent","2017-05-15 14:47:40","2017-05-15 16:02:10",38,"f",5,5,5
"188",188,"END","00188wQWuV","EduskaiOfmlbn","standard","RW",0,"female","transparent","2017-05-15 17:56:36","2017-05-15 19:28:38",59,"m",5,5,5
"189",189,"R_TR1","","mnsiEbkOdulfa","standard","WR",0,"female","transparent","2017-05-16 13:04:32","0000-00-00 00:00:00",27,"m",5,0,0
"190",190,"R_TR1","","uEafibsOldnmk","standard","WR",0,"female","transparent","2017-05-16 13:26:51","0000-00-00 00:00:00",26,"f",5,0,0
"191",191,"END","00191fbvOZ","uibOlEakmdnfs","standard","WR",0,"female","transparent","2017-05-16 16:52:50","2017-05-16 18:52:54",51,"f",5,4,4
"192",192,"END","00192QxRlm","idaOublkmnEfs","dialect","RW",1,"female","transparent","2017-05-16 20:08:10","2017-05-16 20:57:24",54,"f",5,4,4
"193",193,"START","","slnEdambikuOf","dialect","RW",1,"male","transparent","2017-05-17 01:57:44","0000-00-00 00:00:00",0,"",0,0,0
"194",194,"END","00194MhNTU","uOnbfikEdlasm","dialect","RW",1,"male","transparent","2017-05-17 15:14:43","2017-05-17 16:04:21",30,"f",5,4,4
"195",195,"START","","dufanisOmblEk","dialect","RW",0,"male","transparent","2017-05-20 01:02:59","0000-00-00 00:00:00",0,"",0,0,0
"196",196,"R_TR1","","iadOunbmlkfEs","standard","WR",1,"male","opaque","2017-06-08 15:39:16","0000-00-00 00:00:00",999,"o",5,0,0
"197",197,"END","00197onbks","knalufbOidmsE","dialect","WR",1,"male","opaque","2017-06-08 15:47:34","2017-06-08 16:35:57",999,"o",5,4,5
"198",198,"DEMOGRAPHICS","","badluiOfkEmsn","standard","WR",0,"male","transparent","2017-06-14 16:02:13","0000-00-00 00:00:00",0,"",0,0,0
"199",199,"INSTR_EXPOSURE2","","biduEkmsaOfnl","dialect","WR",0,"male","opaque","2017-06-20 12:04:20","0000-00-00 00:00:00",999,"f",5,0,0
"200",200,"END","00200cVejo","akdOnbmfEsilu","dialect","RW",1,"male","opaque","2017-06-20 15:35:20","2017-06-20 16:06:33",22,"f",5,4,4
"201",201,"END","00201ZVYIQ","lEmdiaufOsnkb","dialect","RW",1,"male","opaque","2017-06-20 15:44:06","2017-06-20 16:32:10",24,"m",5,2,5
"202",202,"SCRIPT","","liunOEafbkdsm","dialect","RW",1,"male","opaque","2017-06-20 16:25:10","0000-00-00 00:00:00",21,"m",5,0,0
"203",203,"SCRIPT","","umsdkEflinbaO","dialect","RW",1,"male","opaque","2017-06-20 16:31:21","0000-00-00 00:00:00",25,"m",5,0,0
"204",204,"SCRIPT","","aOEkbldufmsni","dialect","RW",1,"male","opaque","2017-06-20 16:41:08","0000-00-00 00:00:00",25,"m",5,0,0
"205",205,"SCRIPT","","badsmOnfuEilk","dialect","RW",1,"male","opaque","2017-06-20 16:45:17","0000-00-00 00:00:00",25,"m",3,0,0
"206",206,"END","00206ZHVqQ","fkuEiObanlmsd","dialect","RW",1,"male","opaque","2017-06-20 16:45:40","2017-06-20 17:12:12",22,"m",5,3,5
"207",207,"END","00207sHQIT","flukidbnsOamE","dialect","RW",1,"male","opaque","2017-06-20 16:49:57","2017-06-20 17:52:42",33,"m",5,4,5
"208",208,"END","00208KxBpj","sluaOfikdbmnE","dialect","RW",1,"male","opaque","2017-06-20 17:26:02","2017-06-20 18:32:42",37,"f",5,1,5
"209",209,"END","00209AMQnw","ilfEkbnOsmdau","dialect","RW",1,"male","opaque","2017-06-20 17:47:25","2017-06-20 18:54:14",26,"m",3,5,5
"210",210,"END","00210KikSn","nlbsiEmfudakO","dialect","RW",1,"male","opaque","2017-06-20 17:51:26","2017-06-20 18:24:12",22,"m",5,1,5
"211",211,"SCRIPT","","fElmnuOsbkdai","dialect","RW",0,"male","opaque","2017-06-21 12:12:05","0000-00-00 00:00:00",999,"o",5,0,0
"212",212,"EXPOSURE1","","dmifbuOklaEns","standard","WR",1,"female","opaque","2017-06-21 12:14:30","0000-00-00 00:00:00",999,"o",5,0,0
"213",213,"END","00213oCAPi","kEnulOidbafms","standard","RW",1,"male","opaque","2017-06-22 10:04:39","2017-06-22 10:58:53",31,"m",5,5,5
"214",214,"END","00214WsoFx","iumEsflnakdbO","standard","RW",1,"male","opaque","2017-06-22 10:25:01","2017-06-22 11:38:46",25,"m",5,5,5
"215",215,"END","00215VNjgP","fnsakOlEumidb","standard","RW",1,"male","opaque","2017-06-22 11:22:11","2017-06-22 12:37:41",33,"m",5,5,4
"216",216,"START","","kabEsOmdnflui","standard","RW",1,"male","opaque","2017-06-22 13:08:01","0000-00-00 00:00:00",0,"",0,0,0
"217",217,"END","00217ZcQLe","dblEauimkOnfs","standard","RW",1,"male","opaque","2017-06-22 13:09:21","2017-06-22 14:21:52",44,"m",5,5,5
"218",218,"END","00218rFDWO","ubsEadliOmnfk","standard","RW",1,"male","opaque","2017-06-22 13:14:44","2017-06-22 15:36:08",23,"m",4,2,5
"219",219,"END","00219xjwlk","kfaEbusimOndl","standard","RW",1,"male","opaque","2017-06-22 14:06:02","2017-06-22 15:34:45",33,"m",4,4,4
"220",220,"END","00220DjAQv","uOdmsnbilEafk","standard","RW",1,"male","opaque","2017-06-22 15:25:20","2017-06-22 16:18:01",42,"m",5,3,4
"221",221,"W_TR1","","liuakbnsOmfEd","dialect","WR",1,"male","opaque","2017-06-22 21:16:40","0000-00-00 00:00:00",27,"m",5,0,0
"222",222,"END","00222ykWmU","dOfksmlEanbui","dialect","WR",1,"male","opaque","2017-06-22 22:01:06","2017-06-22 22:49:03",51,"f",5,1,5
"223",223,"END","00223DVQIx","falimdbuOnksE","dialect","WR",1,"male","opaque","2017-06-22 22:01:32","2017-06-22 23:11:12",49,"f",5,5,5
"224",224,"END","00224SVCUZ","sObnilkmuadfE","dialect","WR",1,"male","opaque","2017-06-22 22:21:02","2017-06-22 23:58:45",26,"m",5,4,5
"225",225,"END","00225VYreh","idukfnsElbmaO","dialect","WR",1,"male","opaque","2017-06-22 23:10:15","2017-06-23 00:34:08",33,"m",5,5,5
"226",226,"START","","mubOlsfEadink","standard","RW",0,"male","transparent","2017-06-22 23:59:38","0000-00-00 00:00:00",0,"",0,0,0
"227",227,"END","00227gwRzF","fiEsOnlkbuamd","dialect","WR",1,"male","opaque","2017-06-23 00:49:19","2017-06-23 01:55:23",28,"m",5,3,5
"228",228,"END","00228ATDaZ","nkmldasifuObE","dialect","WR",1,"male","opaque","2017-06-23 01:50:50","2017-06-23 03:04:00",20,"f",5,4,5
"229",229,"END","00229BVIla","nfiksuaEmObdl","dialect","WR",1,"male","opaque","2017-06-23 02:23:09","2017-06-23 03:45:06",68,"f",5,5,5
"230",230,"START","","EsbfaulkndmiO","standard","WR",0,"male","transparent","2017-06-23 03:25:50","0000-00-00 00:00:00",0,"",0,0,0
"231",231,"R_TR1","","knEbfuasdOmil","standard","WR",1,"male","opaque","2017-06-23 09:45:11","0000-00-00 00:00:00",34,"m",5,0,0
"232",232,"END","00232YEnPm","EdfsibOluakmn","standard","WR",1,"male","opaque","2017-06-23 10:04:19","2017-06-23 13:27:12",29,"m",4,4,5
"233",233,"SCRIPT","","nabmEfdOsukli","standard","WR",1,"male","opaque","2017-06-23 10:20:38","0000-00-00 00:00:00",26,"m",5,0,0
"234",234,"END","00234agZiL","EmfsOnukiblda","standard","WR",1,"male","opaque","2017-06-23 10:26:26","2017-06-23 10:54:58",26,"m",5,4,5
"235",235,"END","00235pcelA","abOkimEulfnsd","standard","WR",1,"male","opaque","2017-06-23 11:07:46","2017-06-23 11:56:12",41,"f",5,5,5
"236",236,"END","00236tgPsI","dfubsakElnOmi","standard","WR",1,"male","opaque","2017-06-23 12:56:41","2017-06-23 14:14:36",29,"m",5,5,5
"237",237,"END","00237OdenP","dfuOmEnbiksal","standard","WR",1,"male","opaque","2017-06-23 12:57:00","2017-06-23 14:07:58",32,"m",4,2,5
"238",238,"R_TR1","","smaduOflibEkn","standard","WR",1,"male","opaque","2017-06-23 13:13:36","0000-00-00 00:00:00",25,"f",5,0,0
"239",239,"DEMOGRAPHICS","","mnulsfdOikbaE","standard","WR",1,"male","opaque","2017-06-23 13:28:13","0000-00-00 00:00:00",0,"",0,0,0
"240",240,"END","00240fEpGW","bilfmOnEkdsau","standard","WR",1,"male","opaque","2017-06-23 14:10:03","2017-06-23 18:21:22",37,"m",3,5,5
"241",241,"END","00241wMGvm","fnilEOsdkaubm","standard","WR",1,"male","opaque","2017-06-23 14:13:07","2017-06-23 15:15:48",27,"m",5,5,5
"242",242,"EXPOSURE1","","klnfOdaEuismb","standard","WR",1,"male","opaque","2017-06-23 14:30:08","0000-00-00 00:00:00",25,"f",5,0,0
"243",243,"END","00243GDadc","OsmnEkfldauib","standard","WR",1,"male","opaque","2017-06-23 15:54:40","2017-06-23 16:21:55",42,"f",5,4,5
"244",244,"START","","msduaEniObflk","dialect","RW",1,"female","opaque","2017-06-24 09:25:58","0000-00-00 00:00:00",0,"",0,0,0
"245",245,"END","00245cLIzu","EsaidmlnfbkuO","dialect","RW",1,"female","opaque","2017-06-24 09:26:23","2017-06-24 10:24:44",28,"f",5,5,5
"246",246,"END","00246dtHhU","dnlfuEmksaibO","dialect","RW",1,"female","opaque","2017-06-24 09:27:36","2017-06-24 10:45:36",46,"m",5,5,5
"247",247,"END","00247imHMl","baiufmsnklEdO","dialect","RW",1,"female","opaque","2017-06-24 09:48:02","2017-06-24 11:15:32",20,"m",3,4,4
"248",248,"END","00248wNJqB","fskdalEnbOuim","dialect","RW",1,"female","opaque","2017-06-24 11:09:37","2017-06-24 14:45:27",35,"m",3,2,5
"249",249,"END","00249tQbvV","dbEOaslfimunk","dialect","RW",1,"female","opaque","2017-06-24 12:13:54","2017-06-24 13:50:07",29,"m",3,5,4
"250",250,"W_TR1","","lEmikObdsfanu","dialect","RW",1,"female","opaque","2017-06-24 15:36:18","0000-00-00 00:00:00",30,"m",5,0,0
"251",251,"END","00251muZhs","ismfbkduEnlaO","dialect","RW",1,"female","opaque","2017-06-24 15:59:05","2017-06-24 17:14:15",34,"f",5,4,4
"252",252,"END","00252VDeJd","snEimlfOukbda","dialect","RW",1,"female","opaque","2017-06-24 22:05:25","2017-06-24 23:58:11",37,"f",5,4,5
"253",253,"END","00253TXgOa","nubsdEaOilkfm","standard","RW",1,"female","opaque","2017-06-25 09:45:02","2017-06-25 12:08:23",46,"m",5,4,4
"254",254,"R_TR1","","ndabmksifulEO","standard","RW",1,"female","opaque","2017-06-25 09:51:01","0000-00-00 00:00:00",32,"m",4,0,0
"255",255,"END","00255zyLoI","ElibumsadfOnk","standard","RW",1,"female","opaque","2017-06-25 10:19:42","2017-06-25 10:56:36",23,"m",5,5,5
"256",256,"END","00256jIVlW","abnimEfkdulsO","standard","RW",1,"female","opaque","2017-06-25 13:31:14","2017-06-25 14:26:53",45,"f",5,4,5
"257",257,"END","00257sXDhO","ndbfEkauOislm","standard","RW",1,"female","opaque","2017-06-25 13:47:00","2017-06-25 14:46:03",46,"m",5,5,5
"258",258,"W_TR1","","alEOdnmuksibf","standard","RW",1,"female","opaque","2017-06-25 15:08:15","0000-00-00 00:00:00",34,"f",5,0,0
"259",259,"END","00259zDkMr","sklmnEiOafdub","standard","RW",1,"female","opaque","2017-06-25 16:05:57","2017-06-25 16:40:36",27,"m",5,3,5
"260",260,"END","00260JNRGV","iOdabnfmEuskl","standard","RW",1,"female","opaque","2017-06-25 16:57:27","2017-06-25 18:36:12",28,"m",5,2,5
"261",261,"END","00261wlCep","EbnmukOfiadls","dialect","WR",1,"male","transparent","2017-06-25 17:19:05","2017-06-25 21:21:02",50,"f",5,4,5
"262",262,"INSTR_EXPOSURE1","","dOlkunmbEsafi","dialect","WR",1,"female","opaque","2017-06-28 14:02:45","0000-00-00 00:00:00",35,"m",5,0,0
"263",263,"SCRIPT","","lfksbuimanEdO","dialect","WR",1,"female","opaque","2017-06-28 14:07:11","0000-00-00 00:00:00",36,"f",5,0,0
"264",264,"END","00264diXyr","liafnEdbuOmks","dialect","WR",1,"female","opaque","2017-06-28 14:10:55","2017-06-28 15:24:30",27,"m",5,4,4
"265",265,"END","00265AkHoq","kfsmunbOdaEli","dialect","WR",1,"female","opaque","2017-06-28 14:42:01","2017-06-28 16:20:09",23,"m",5,4,4
"266",266,"END","00266MwtSK","mausEbkOdnlif","dialect","WR",1,"female","opaque","2017-06-28 14:44:03","2017-06-28 16:04:03",58,"f",5,3,5
"267",267,"END","00267MeBDL","binulfdOsEmak","dialect","WR",1,"female","opaque","2017-06-28 15:14:58","2017-06-28 17:07:06",44,"m",5,4,5
"268",268,"END","00268ixpTh","smbunOflEakid","dialect","WR",1,"female","opaque","2017-06-28 15:21:59","2017-06-28 16:42:40",35,"m",5,4,5
"269",269,"END","00269YEUAd","nsbluimOkEfda","dialect","WR",1,"female","opaque","2017-06-28 16:09:14","2017-06-28 17:41:59",33,"m",5,5,5
"270",270,"END","00270JaoWI","fsEdkiOnamblu","dialect","WR",1,"female","opaque","2017-06-28 20:41:36","2017-06-28 22:09:33",53,"f",4,3,5
"271",271,"INSTR_W_TR1","","kbusidaOnflmE","standard","WR",1,"female","opaque","2017-06-29 16:30:30","0000-00-00 00:00:00",26,"f",5,0,0
"272",272,"END","00272HfilL","ulfbOkdEianms","standard","WR",1,"female","opaque","2017-06-29 16:30:51","2017-06-29 17:43:39",35,"m",5,5,5
"273",273,"END","00273kVfgb","fimaduklbEOns","standard","WR",1,"female","opaque","2017-06-29 16:50:11","2017-06-29 17:39:45",38,"m",5,2,5
"274",274,"R_TR1","","falkEundimsOb","standard","WR",1,"female","opaque","2017-06-29 17:30:01","0000-00-00 00:00:00",30,"f",5,0,0
"275",275,"DEMOGRAPHICS","","duklnsEfmaiOb","dialect","RW",0,"male","opaque","2017-06-29 17:48:05","0000-00-00 00:00:00",0,"",0,0,0
"276",276,"END","00276lRYto","EuOlbidfsnmak","standard","WR",1,"female","opaque","2017-06-29 18:29:37","2017-06-29 18:56:14",38,"f",5,5,5
"277",277,"END","00277WwVZv","lamnbifdEuOks","standard","WR",1,"female","opaque","2017-06-29 18:48:53","2017-06-29 19:38:22",27,"m",5,5,5
"278",278,"END","00278TCKnY","lEmifdOabnusk","standard","WR",1,"female","opaque","2017-06-29 19:58:22","2017-06-29 20:41:42",36,"f",5,5,5
"279",279,"END","00279soqJX","fEkduaOlmnbis","standard","WR",1,"female","opaque","2017-06-29 22:27:14","2017-06-29 22:50:36",29,"m",5,5,5
"280",280,"END","00280vtowW","lukmdaEfnisOb","standard","WR",1,"female","opaque","2017-06-29 22:30:38","2017-06-29 23:41:19",21,"m",5,4,4
"281",281,"END","00281JWart","lidufOabmEskn","dialect","RW",0,"male","opaque","2017-06-30 09:42:44","2017-06-30 11:43:50",27,"m",3,2,5
"282",282,"START","","kansidOlubfEm","dialect","RW",0,"male","opaque","2017-06-30 09:45:20","0000-00-00 00:00:00",0,"",0,0,0
"283",283,"R_TR2","","ulsbkfiEOanmd","dialect","RW",0,"male","opaque","2017-06-30 10:05:00","0000-00-00 00:00:00",34,"m",4,0,0
"284",284,"END","00284efyTB","dbfisOklunamE","dialect","RW",0,"male","opaque","2017-06-30 13:40:09","2017-06-30 16:02:38",34,"f",5,4,5
"285",285,"END","00285SuWiB","OdnskafmbEiul","dialect","RW",0,"male","opaque","2017-06-30 13:55:21","2017-06-30 14:58:37",29,"m",5,5,5
"286",286,"END","00286FLpVN","uEnOimsldfakb","dialect","RW",0,"male","opaque","2017-06-30 14:31:18","2017-06-30 15:35:40",53,"f",5,4,4
"287",287,"END","00287lLMnd","fusOibdlkmaEn","dialect","RW",0,"male","opaque","2017-06-30 16:05:33","2017-06-30 17:24:08",43,"f",5,4,5
"288",288,"END","00288faljQ","ifdOsEulnmbka","dialect","RW",0,"male","opaque","2017-06-30 18:52:15","2017-06-30 19:59:12",42,"f",5,5,5
"289",289,"START","","OdamfbsEinukl","dialect","RW",1,"male","transparent","2017-06-30 20:11:06","0000-00-00 00:00:00",0,"",0,0,0
"290",290,"END","00290otrRl","biOnkdEuamlfs","dialect","RW",0,"male","opaque","2017-06-30 20:21:52","2017-06-30 21:49:35",34,"f",5,3,5
"291",291,"END","00291MkJcw","dklEsaimObunf","standard","RW",0,"male","opaque","2017-07-01 11:10:11","2017-07-01 11:51:47",25,"m",4,4,5
"292",292,"INSTR_EXPOSURE1","","lksOfmdiuEabn","standard","RW",0,"male","opaque","2017-07-01 11:58:34","0000-00-00 00:00:00",25,"f",5,0,0
"293",293,"END","00293TuCAq","EumbldfOinska","standard","RW",0,"male","opaque","2017-07-01 12:03:14","2017-07-01 13:05:54",25,"f",5,5,5
"294",294,"END","00294xyVmA","misOfEnduablk","standard","RW",0,"male","opaque","2017-07-01 12:29:48","2017-07-01 13:33:54",33,"m",5,5,5
"295",295,"END","00295kying","nkufmOEasilbd","standard","RW",0,"male","opaque","2017-07-01 14:57:11","2017-07-01 18:11:44",30,"m",4,4,5
"296",296,"END","00296pVTcE","OmdnEafbsklui","standard","RW",0,"male","opaque","2017-07-01 19:18:39","2017-07-01 20:35:28",38,"f",5,1,5
"297",297,"END","00297WwbEn","EsOuknlmfdiab","standard","RW",0,"male","opaque","2017-07-01 20:45:46","2017-07-01 21:42:34",28,"m",5,5,5
"298",298,"R_TR2","","mudlkEbsfiaOn","dialect","WR",0,"male","opaque","2017-07-02 11:46:38","0000-00-00 00:00:00",53,"m",5,0,0
"299",299,"END","00299rBSNi","iuEfkadsOmlbn","dialect","WR",0,"male","opaque","2017-07-02 11:47:53","2017-07-02 13:47:54",23,"m",5,4,4
"300",300,"END","00300lYoUH","nklausEidmOfb","dialect","WR",0,"male","opaque","2017-07-02 12:12:00","2017-07-02 13:01:54",25,"f",5,5,5
"301",301,"SCRIPT","","bmfiEndalOksu","dialect","WR",0,"male","opaque","2017-07-02 12:42:50","0000-00-00 00:00:00",22,"m",5,0,0
"302",302,"END","00302ahPYI","snafbEuOilmdk","dialect","WR",0,"male","opaque","2017-07-02 13:26:07","2017-07-02 15:45:04",24,"f",5,5,5
"303",303,"END","00303tlagC","isbfuamdlOnkE","dialect","WR",0,"male","opaque","2017-07-02 15:05:54","2017-07-02 16:50:12",33,"m",5,3,3
"304",304,"END","00304lAvcs","afbEmkldsOniu","dialect","WR",0,"male","opaque","2017-07-02 15:47:19","2017-07-02 16:08:45",33,"m",5,4,4
"305",305,"END","00305VtrQM","bdumsOfEnakil","dialect","WR",0,"male","opaque","2017-07-02 16:03:12","2017-07-02 17:08:27",58,"m",5,4,5
"306",306,"END","00306sDUKN","EdabuiOflknms","dialect","WR",0,"male","opaque","2017-07-02 21:33:42","2017-07-02 22:50:54",31,"m",5,2,5
"307",307,"R_TR1","","lsOdkmuEnifba","standard","WR",0,"male","opaque","2017-07-03 10:56:47","0000-00-00 00:00:00",22,"m",5,0,0
"308",308,"END","00308EpCIv","kauimfsldEnbO","standard","WR",0,"male","opaque","2017-07-03 11:05:14","2017-07-03 12:01:01",28,"m",5,2,5
"309",309,"END","00309SOTfl","bslfamkunidEO","standard","WR",0,"male","opaque","2017-07-03 11:09:55","2017-07-03 12:23:30",31,"f",5,5,5
"310",310,"INSTR_R_TR1","","lsnEaibdfukmO","standard","WR",0,"male","opaque","2017-07-03 11:34:30","0000-00-00 00:00:00",22,"m",5,0,0
"311",311,"END","00311xmKev","uOmlsidkafEnb","standard","WR",0,"male","opaque","2017-07-03 11:56:26","2017-07-03 13:03:51",43,"m",5,5,5
"312",312,"END","00312YBGcW","aufsbkdnOiEml","standard","RW",0,"male","opaque","2017-07-03 12:06:05","2017-07-03 12:45:45",48,"m",5,4,5
"313",313,"START","","OnakisfEbmlud","dialect","RW",1,"female","opaque","2017-07-03 12:55:15","0000-00-00 00:00:00",0,"",0,0,0
"314",314,"END","00314uwMJe","mfsbdiElakunO","standard","WR",0,"male","opaque","2017-07-03 13:20:37","2017-07-03 13:57:28",39,"f",5,2,4
"315",315,"END","00315QiwXV","uOdEfaimklbns","standard","WR",0,"male","opaque","2017-07-03 15:41:24","2017-07-03 16:49:42",28,"m",5,4,5
"316",316,"END","00316ztSvR","laidsOnbmEkfu","standard","WR",0,"male","opaque","2017-07-03 15:48:16","2017-07-03 17:37:24",43,"m",5,5,5
"317",317,"END","00317leLSP","lbdmiunsEkOfa","standard","WR",0,"male","opaque","2017-07-03 17:24:18","2017-07-03 19:36:59",44,"f",5,4,4
"318",318,"R_TR1","","EluabkdfmsiOn","standard","WR",0,"male","opaque","2017-07-03 18:02:10","0000-00-00 00:00:00",44,"f",5,0,0
"319",319,"END","00319oIftV","smnEldfaOukbi","dialect","RW",0,"female","opaque","2017-07-04 10:26:34","2017-07-04 11:10:47",25,"m",4,5,5
"320",320,"END","00320QbIFz","OnbauEmfliksd","dialect","RW",0,"female","opaque","2017-07-04 10:31:24","2017-07-04 11:32:56",26,"m",5,3,5
"321",321,"END","00321qZWUw","ufaikmEnblOsd","dialect","RW",0,"female","opaque","2017-07-04 13:19:32","2017-07-04 16:39:07",34,"m",5,4,5
"322",322,"END","00322pefMU","mlbnuEaskOfid","dialect","RW",0,"female","opaque","2017-07-04 14:35:11","2017-07-04 15:17:02",39,"f",5,2,4
"323",323,"END","00323otGmJ","ulsmOfnkEbadi","dialect","RW",0,"female","opaque","2017-07-04 15:36:25","2017-07-04 16:55:02",37,"m",5,4,5
"324",324,"R_TR1","","ilumsadnOEfkb","dialect","RW",0,"female","opaque","2017-07-04 23:22:10","0000-00-00 00:00:00",37,"m",5,0,0
"325",325,"END","00325MLUDE","lfakindsmbEuO","dialect","RW",0,"female","opaque","2017-07-04 23:24:11","2017-07-05 01:35:33",32,"f",5,4,5
"326",326,"END","00326pAnKE","nlikmEsbfOuda","dialect","RW",0,"female","opaque","2017-07-04 23:49:58","2017-07-05 00:57:16",57,"f",5,4,5
"327",327,"END","00327bxJEu","fdEkmiOnauslb","standard","RW",0,"female","opaque","2017-07-05 09:54:59","2017-07-05 11:20:31",32,"m",4,3,1
"328",328,"END","00328zFVEu","ksduaEnbimlOf","standard","RW",0,"female","opaque","2017-07-05 10:31:11","2017-07-05 13:04:16",37,"f",5,4,5
"329",329,"R_TR1","","iOEnamklfdbsu","standard","RW",0,"female","opaque","2017-07-05 13:57:06","0000-00-00 00:00:00",25,"m",5,0,0
"330",330,"R_TR2","","kmnlbOEufdsia","standard","RW",0,"female","opaque","2017-07-05 14:27:07","0000-00-00 00:00:00",34,"m",4,0,0
"331",331,"SCRIPT","","OnEmbaufildks","standard","RW",0,"female","opaque","2017-07-05 14:30:11","0000-00-00 00:00:00",32,"m",4,0,0
"332",332,"END","00332RyYAz","kalfdObmsiuEn","standard","RW",0,"female","opaque","2017-07-05 14:41:56","2017-07-05 15:44:21",32,"f",5,4,5
"333",333,"END","00333ZsTNr","aibnulksOdmfE","standard","RW",0,"female","opaque","2017-07-05 15:40:54","2017-07-05 16:40:27",27,"f",5,4,5
"334",334,"END","00334wCFqU","dfbiEOnsaumkl","standard","RW",0,"female","opaque","2017-07-05 17:43:58","2017-07-05 18:51:30",21,"m",5,5,5
"335",335,"END","00335qSekI","dnkmisbEfuOal","standard","RW",0,"female","opaque","2017-07-05 19:05:32","2017-07-05 20:37:28",26,"m",5,4,4
"336",336,"R_TR3","","uEnkmilbsdOaf","standard","RW",0,"female","opaque","2017-07-05 22:35:38","0000-00-00 00:00:00",29,"f",5,0,0
"337",337,"END","00337WnXEl","OkdimuElfansb","standard","RW",0,"female","opaque","2017-07-05 23:35:59","2017-07-06 00:29:07",28,"f",5,5,5
"338",338,"START","","iusdkfOnalbEm","standard","RW",0,"male","opaque","2017-07-06 02:33:56","0000-00-00 00:00:00",0,"",0,0,0
"339",339,"END","00339OthDr","ifnObasEumkld","dialect","WR",0,"female","opaque","2017-07-06 09:56:14","2017-07-06 10:54:57",27,"f",5,4,4
"340",340,"END","00340AgcdS","iaOlfsukdbEmn","dialect","WR",0,"female","opaque","2017-07-06 11:01:07","2017-07-06 11:56:38",20,"m",5,5,5
"341",341,"END","00341mwTIz","EfsublkdiOamn","dialect","WR",0,"female","opaque","2017-07-06 12:44:22","2017-07-06 13:22:48",22,"m",5,1,5
"342",342,"EXPOSURE1","","fiOulmkdEsban","dialect","WR",0,"female","opaque","2017-07-06 13:12:08","0000-00-00 00:00:00",28,"m",5,0,0
"343",343,"END","00343WHhmx","bafkuidlEnsmO","dialect","WR",0,"female","opaque","2017-07-06 13:51:39","2017-07-06 15:39:29",24,"f",5,4,5
"344",344,"START","","mbldfkauEnOsi","dialect","WR",0,"female","opaque","2017-07-06 14:18:36","0000-00-00 00:00:00",0,"",0,0,0
"345",345,"END","00345IuVKj","umdfbOlnsikaE","dialect","RW",1,"female","opaque","2017-07-06 14:19:16","2017-07-06 16:17:34",32,"m",3,4,5
"346",346,"W_TR1","","EblsfiaumdnkO","dialect","WR",0,"female","opaque","2017-07-06 15:30:28","0000-00-00 00:00:00",29,"f",5,0,0
"347",347,"END","00347SlwgE","libaOfnkmusdE","dialect","WR",0,"female","opaque","2017-07-06 16:57:35","2017-07-06 17:42:36",26,"f",5,4,5
"348",348,"END","00348XMjba","mEdnaukOsbilf","dialect","WR",0,"female","opaque","2017-07-06 21:13:57","2017-07-06 22:09:49",30,"m",5,5,5
"349",349,"END","00349usMOd","mnEuaiOdfskbl","standard","WR",0,"female","opaque","2017-07-07 09:36:30","2017-07-07 11:24:34",34,"m",3,4,4
