"trial_id","timestamp","session_number","session_trial_id","section","section_trial_id","word_id","novel_word_for_task","exposure_count","picture_id","word_length","target","participant_input","correct","edit_distance"
"133","2018-02-07 11:49:13","4","37","W_TR2","7","29","0","3","086","5","smiba","fmiba","0","0.2"
"134","2018-02-07 11:49:16","2","35","W_TR2","5","5","0","3","167","3","nal","nal","1","0"
"135","2018-02-07 11:49:26","2","36","W_TR2","6","6","0","3","122","3","lOm","lOm","1","0"
"136","2018-02-07 11:49:32","4","38","W_TR2","8","24","0","3","053","5","dEfna","dEsma","0","0.4"
"137","2018-02-07 11:49:46","2","37","W_TR2","7","41","0","3","168","6","fninab","slinub","0","0.5"
"138","2018-02-07 11:49:47","4","39","W_TR2","9","27","0","3","027","5","bEsmi","bEsmi","1","0"
"139","2018-02-07 11:49:58","4","40","W_TR2","10","7","0","3","007","3","daf","dEf","0","0.333333"
"140","2018-02-07 11:50:04","2","38","W_TR2","8","29","0","3","211","5","smiba","smiba","1","0"
"141","2018-02-07 11:50:19","2","39","W_TR2","9","13","0","3","155","4","flOb","flOb","1","0"
"142","2018-02-07 11:50:48","2","40","W_TR2","10","37","0","3","182","6","bnEkus","blikus","0","0.333333"
"143","2018-02-07 11:51:51","6","11","W_TR1","1","41","0","2","007","6","fninab","slEnau","0","0.666667"
"144","2018-02-07 11:52:13","6","12","W_TR1","2","21","0","2","179","4","nEsk","nEsf","0","0.25"
"145","2018-02-07 11:52:31","6","13","W_TR1","3","15","0","2","049","4","balf","lauf","0","0.5"
"146","2018-02-07 11:52:50","6","14","W_TR1","4","34","0","2","162","5","flidu","duEbO","0","1"
"147","2018-02-07 11:53:08","6","15","W_TR1","5","7","0","2","155","3","daf","baf","0","0.333333"
"148","2018-02-07 11:53:28","6","16","W_TR1","6","9","0","2","081","4","fnOf","snif","0","0.5"
"149","2018-02-07 11:53:50","6","17","W_TR1","7","10","0","2","257","4","bnim","dnEs","0","0.75"
"150","2018-02-07 11:54:04","4","51","W_TR3","1","40","0","4","162","6","flEsOd","lnsOd","0","0.333333"
"151","2018-02-07 11:54:26","4","52","W_TR3","2","30","0","4","122","5","skEfi","skEfi","1","0"
"152","2018-02-07 11:54:32","6","18","W_TR1","8","40","0","2","104","6","flEsOd","snikb","0","1"
"153","2018-02-07 11:54:45","4","53","W_TR3","3","26","0","4","241","5","kubnE","kOblE","0","0.4"
"154","2018-02-07 11:54:59","6","19","W_TR1","9","8","0","2","242","4","fnid","fsib","0","0.5"
"155","2018-02-07 11:55:01","4","54","W_TR3","4","6","0","4","083","3","lOm","lOm","1","0"
"156","2018-02-07 11:55:19","4","55","W_TR3","5","25","0","4","115","5","dasmu","dasmu","1","0"
"157","2018-02-07 11:55:27","6","20","W_TR1","10","17","0","2","097","4","mOls","bEsm","0","1"
