"participant_number"	"task"	"mean_nLED"	"sd_nLED"	"mean_correct"	"sd_correct"
"91"	150	"R"	0.151190476190476	0.207592727742855	0.547619047619048	0.503760538950749
"92"	151	"R"	0.068254	0.144867475004722	0.738095238095238	0.445000619869331
"93"	152	"R"	0.673922928571429	0.226299526606361	0.0238095238095238	0.154303349962092
"94"	153	"R"	0.788492095238095	0.18410726925313	0	0
"95"	155	"R"	0.286791380952381	0.210338022953525	0.238095238095238	0.431080537409043
"96"	156	"R"	0.818253976190476	0.241713865363068	0.0476190476190476	0.215540268704521
"97"	158	"R"	0.60753969047619	0.264989728591321	0	0
"98"	160	"R"	0.40270219047619	0.185372604713994	0.0952380952380952	0.297101757186175
"99"	161	"R"	0.69841269047619	0.254945904297314	0.0238095238095238	0.154303349962092
"100"	162	"R"	0.80251643902439	0.186896421234871	0	0
"101"	163	"R"	0.187755095238095	0.182681357788244	0.333333333333333	0.477118723613698
"102"	164	"R"	0.276984119047619	0.180144165142499	0.166666666666667	0.377195470232912
"103"	168	"R"	0.346825404761905	0.239755953127958	0.0952380952380952	0.297101757186175
"104"	170	"R"	0.0587301904761905	0.0975470432916264	0.666666666666667	0.477118723613698
"105"	172	"R"	0.819359428571429	0.164826175724483	0	0
"106"	173	"R"	0.650850357142857	0.228642085975463	0	0
"107"	175	"R"	0.153174571428571	0.188246689562204	0.523809523809524	0.505486736604131
"108"	176	"R"	0.828703722222222	0.19520483024141	0	0
"109"	177	"R"	0.265986428571429	0.229147974160073	0.261904761904762	0.445000619869331
"110"	178	"R"	0.8665079	0.140175759845622	0	0
"111"	179	"R"	0.130158714285714	0.16405420842236	0.452380952380952	0.503760538950749
"112"	180	"R"	0.272619	0.208128223956924	0.19047619047619	0.397436617931638
"113"	182	"R"	0.812698404761905	0.256271195145628	0.0476190476190476	0.215540268704521
"114"	184	"R"	0.827626666666667	0.135836483951391	0	0
"115"	185	"R"	0.101020404761905	0.134205823389347	0.571428571428571	0.50087032267781
"116"	186	"R"	0.470767238095238	0.238427005450491	0.0476190476190476	0.215540268704521
"117"	187	"R"	0.222222214285714	0.189874660317175	0.30952380952381	0.467901138093333
"118"	189	"R"	NA	NA	NA	NA
"119"	192	"R"	0.658475023809524	0.257321914472286	0.0238095238095238	0.154303349962092
